"","from","to","weight"
"1247","gla","spa",1
"1248","gla","srp",1
"1249","gla","tur",1
"1250","gla","ukr",1
"1251","gle","gre",1
"1252","gle","hin",1
"1253","gle","hrv",1
"1254","gle","hun",1
"1255","gle","ice",1
"1256","gle","ita",1
"1257","gle","kor",1
"1258","gle","kur",1
"1259","gle","lav",1
"1260","gle","lit",1
"1261","gle","mac",1
"1262","gle","nor",2
"1263","gle","per",1
"1264","gle","pol",2
"1265","gle","por",1
"1266","gle","roh",1
"1267","gle","rum",1
"1268","gle","rus",2
"1269","gle","slo",1
"1270","gle","slv",1
"1271","gle","spa",2
"1272","gle","srp",1
"1273","gle","tha",1
"1274","gle","tur",1
"1275","gle","ukr",1
"1276","glg","gre",23
"1277","glg","heb",16
"1278","glg","hin",3
"1279","glg","hrv",19
"1280","glg","hun",22
"1281","glg","ice",10
"1282","glg","ind",6
"1283","glg","ita",27
"1284","glg","jpn",20
"1285","glg","kor",12
"1286","glg","kur",2
"1287","glg","lat",3
"1288","glg","lav",15
"1289","glg","lit",16
"1290","glg","mac",12
"1291","glg","mal",1
"1292","glg","may",3
"1293","glg","mon",3
"1294","glg","nds",1
"1295","glg","nno",1
"1296","glg","nor",22
"1297","glg","oci",1
"1298","glg","per",15
"1299","glg","pol",23
"1300","glg","por",22
"1301","glg","rum",19
"1302","glg","rus",21
"1303","glg","sin",1
"1304","glg","slo",18
"1305","glg","slv",22
"1306","glg","spa",26
"1307","glg","srp",22
"1308","glg","swe",23
"1309","glg","tha",2
"1310","glg","tur",21
"1311","glg","ukr",17
"1312","glg","urd",3
"1313","glg","vie",9
"1314","glg","wel",1
"1315","glg","xxx",1
"1316","gre","heb",67
"1317","gre","hin",7
"1318","gre","hrv",86
"1319","gre","ice",22
"1320","gre","ind",9
"1321","gre","jpn",81
"1322","gre","kor",48
"1323","gre","kur",2
"1324","gre","lat",5
"1325","gre","lav",55
"1326","gre","lit",76
"1327","gre","ltz",1
"1328","gre","mac",37
"1329","gre","mal",1
"1330","gre","may",3
"1331","gre","mlt",1
"1332","gre","mon",6
"1333","gre","nds",2
"1334","gre","nno",1
"1335","gre","oci",2
"1336","gre","per",33
"1337","gre","roh",4
"1338","gre","rum",70
"1339","gre","sin",1
"1340","gre","slo",69
"1341","gre","slv",87
"1342","gre","srp",97
"1343","gre","tha",4
"1344","gre","ukr",41
"1345","gre","urd",3
"1346","gre","vie",19
"1347","gre","wel",2
"1348","gre","wln",1
"1349","gre","xxx",2
"1350","gre","yid",1
"1351","gsw","nds",1
"1352","heb","hin",5
"1353","heb","hrv",59
"1354","heb","hun",75
"1355","heb","ice",17
"1356","heb","ind",9
"1357","heb","jpn",44
"1358","heb","kaz",1
"1359","heb","kor",33
"1360","heb","kur",1
"1361","heb","lat",3
"1362","heb","lav",49
"1363","heb","lit",55
"1364","heb","mac",28
"1365","heb","may",2
"1366","heb","mon",5
"1367","heb","nds",2
"1368","heb","nno",1
"1369","heb","nor",76
"1370","heb","oci",1
"1371","heb","per",25
"1372","heb","pol",86
"1373","heb","por",67
"1374","heb","roh",1
"1375","heb","rum",54
"1376","heb","rus",70
"1377","heb","sin",1
"1378","heb","slo",44
"1379","heb","slv",66
"1380","heb","srp",69
"1381","heb","swe",82
"1382","heb","tha",2
"1383","heb","tur",76
"1384","heb","ukr",31
"1385","heb","urd",3
"1386","heb","vie",18
"1387","heb","wel",2
"1388","heb","xxx",2
"1389","hin","hrv",7
"1390","hin","hun",5
"1391","hin","ice",3
"1392","hin","ind",2
"1393","hin","ita",7
"1394","hin","jpn",5
"1395","hin","kor",6
"1396","hin","kur",2
"1397","hin","lat",2
"1398","hin","lav",5
"1399","hin","lit",4
"1400","hin","mac",4
"1401","hin","mal",1
"1402","hin","may",2
"1403","hin","nor",7
"1404","hin","per",4
"1405","hin","pol",6
"1406","hin","por",7
"1407","hin","roh",1
"1408","hin","rum",5
"1409","hin","rus",6
"1410","hin","sin",1
"1411","hin","slo",5
"1412","hin","slv",7
"1413","hin","spa",7
"1414","hin","srp",7
"1415","hin","swe",6
"1416","hin","tha",2
"1417","hin","tur",6
"1418","hin","ukr",5
"1419","hin","vie",3
"1420","hin","wel",1
"1421","hrv","ice",16
"1422","hrv","ind",9
"1423","hrv","jpn",58
"1424","hrv","kor",40
"1425","hrv","kur",2
"1426","hrv","lat",4
"1427","hrv","lav",59
"1428","hrv","lit",73
"1429","hrv","mac",38
"1430","hrv","mal",1
"1431","hrv","may",3
"1432","hrv","mlt",1
"1433","hrv","mon",5
"1434","hrv","nds",1
"1435","hrv","nno",1
"1436","hrv","nor",82
"1437","hrv","oci",1
"1438","hrv","per",30
"1439","hrv","por",89
"1440","hrv","roh",2
"1441","hrv","rum",68
"1442","hrv","sin",1
"1443","hrv","slo",65
"1444","hrv","slv",89
"1445","hrv","srp",89
"1446","hrv","swa",1
"1447","hrv","swe",93
"1448","hrv","tha",4
"1449","hrv","tur",96
"1450","hrv","ukr",39
"1451","hrv","urd",3
"1452","hrv","vie",21
"1453","hrv","wel",2
"1454","hrv","xxx",2
"1455","hun","ice",22
"1456","hun","ind",10
"1457","hun","jpn",76
"1458","hun","kir",1
"1459","hun","kor",52
"1460","hun","kur",2
"1461","hun","lat",5
"1462","hun","lav",91
"1463","hun","ltz",1
"1464","hun","mac",42
"1465","hun","mal",1
"1466","hun","may",3
"1467","hun","mlt",1
"1468","hun","mon",6
"1469","hun","nds",4
"1470","hun","nno",1
"1471","hun","oci",2
"1472","hun","per",36
"1473","hun","roh",4
"1474","hun","sin",1
"1475","hun","slo",97
"1476","hun","swa",1
"1477","hun","tha",4
"1478","hun","ukr",43
"1479","hun","urd",3
"1480","hun","vie",24
"1481","hun","wel",2
"1482","hun","wln",1
"1483","hun","xxx",4
"1484","hun","yid",1
"1485","ice","ind",4
"1486","ice","ita",25
"1487","ice","jpn",13
"1488","ice","kor",12
"1489","ice","kur",1
"1490","ice","lat",2
"1491","ice","lav",14
"1492","ice","lit",17
"1493","ice","mac",15
"1494","ice","may",1
"1495","ice","mon",3
"1496","ice","nor",21
"1497","ice","per",14
"1498","ice","pol",24
"1499","ice","por",22
"1500","ice","roh",2
"1501","ice","rum",15
"1502","ice","rus",20
"1503","ice","sin",1
"1504","ice","slo",18
"1505","ice","slv",21
"1506","ice","spa",23
"1507","ice","srp",19
"1508","ice","swe",21
"1509","ice","tha",3
"1510","ice","tur",22
"1511","ice","ukr",14
"1512","ice","urd",2
"1513","ice","vie",8
"1514","ice","wel",1
"1515","ind","ita",9
"1516","ind","jpn",7
"1517","ind","kor",9
"1518","ind","lat",2
"1519","ind","lav",9
"1520","ind","lit",8
"1521","ind","mac",6
"1522","ind","may",1
"1523","ind","mon",3
"1524","ind","nor",8
"1525","ind","per",6
"1526","ind","pol",10
"1527","ind","por",10
"1528","ind","roh",1
"1529","ind","rum",10
"1530","ind","rus",9
"1531","ind","sin",1
"1532","ind","slo",10
"1533","ind","slv",9
"1534","ind","spa",10
"1535","ind","srp",8
"1536","ind","swe",9
"1537","ind","tha",1
"1538","ind","tur",8
"1539","ind","ukr",9
"1540","ind","urd",2
"1541","ind","vie",6
"1542","ind","wel",1
"1543","ind","xxx",1
"1544","ita","kaz",1
"1545","ita","kir",1
"1546","ita","kor",82
"1547","ita","kur",2
"1548","ita","lat",4
"1549","ita","ltz",1
"1550","ita","mac",53
"1551","ita","mal",1
"1552","ita","may",3
"1553","ita","mlt",1
"1554","ita","mon",8
"1555","ita","nds",3
"1556","ita","nno",1
"1557","ita","oci",1
"1558","ita","per",43
"1559","ita","roh",4
"1560","ita","sin",1
"1561","ita","swa",1
"1562","ita","tha",4
"1563","ita","ukr",53
"1564","ita","urd",3
"1565","ita","vie",25
"1566","ita","wel",2
"1567","ita","xxx",2
"1568","jpn","kor",41
"1569","jpn","kur",2
"1570","jpn","lat",3
"1571","jpn","lav",44
"1572","jpn","lit",59
"1573","jpn","mac",27
"1574","jpn","mal",1
"1575","jpn","may",3
"1576","jpn","mlt",1
"1577","jpn","mon",3
"1578","jpn","nno",1
"1579","jpn","nor",68
"1580","jpn","oci",1
"1581","jpn","per",25
"1582","jpn","por",72
"1583","jpn","roh",2
"1584","jpn","rum",50
"1585","jpn","rus",98
"1586","jpn","slo",50
"1587","jpn","slv",69
"1588","jpn","srp",68
"1589","jpn","swe",72
"1590","jpn","tha",2
"1591","jpn","tur",78
"1592","jpn","ukr",34
"1593","jpn","urd",3
"1594","jpn","vie",17
"1595","jpn","wel",2
"1596","jpn","xxx",2
"1597","kir","nor",1
"1598","kir","por",1
"1599","kir","rus",1
"1600","kir","slv",1
"1601","kir","tur",1
"1602","kor","kur",2
"1603","kor","lat",3
"1604","kor","lav",32
"1605","kor","lit",43
"1606","kor","mac",26
"1607","kor","mal",1
"1608","kor","may",3
"1609","kor","mlt",1
"1610","kor","mon",4
"1611","kor","nds",1
"1612","kor","nor",47
"1613","kor","per",22
"1614","kor","pol",67
"1615","kor","por",50
"1616","kor","roh",3
"1617","kor","rum",43
"1618","kor","rus",58
"1619","kor","sin",1
"1620","kor","slo",39
"1621","kor","slv",43
"1622","kor","spa",71
"1623","kor","srp",45
"1624","kor","swe",47
"1625","kor","tha",3
"1626","kor","tur",61
"1627","kor","ukr",25
"1628","kor","urd",3
"1629","kor","vie",13
"1630","kor","wel",2
"1631","kor","xxx",2
"1632","kur","lat",1
"1633","kur","lav",1
"1634","kur","lit",1
"1635","kur","mac",1
"1636","kur","mal",1
"1637","kur","may",2
"1638","kur","nor",3
"1639","kur","per",2
"1640","kur","pol",3
"1641","kur","por",2
"1642","kur","rum",1
"1643","kur","rus",3
"1644","kur","slo",1
"1645","kur","slv",2
"1646","kur","spa",3
"1647","kur","srp",2
"1648","kur","swe",2
"1649","kur","tha",1
"1650","kur","tur",2
"1651","kur","ukr",2
"1652","kur","vie",1
"1653","kur","wel",1
"1654","lat","lav",4
"1655","lat","lit",4
"1656","lat","ltz",1
"1657","lat","mac",3
"1658","lat","mal",1
"1659","lat","may",1
"1660","lat","mon",1
"1661","lat","mul",1
"1662","lat","nds",1
"1663","lat","nor",4
"1664","lat","oci",1
"1665","lat","per",4
"1666","lat","pol",5
"1667","lat","por",4
"1668","lat","rum",5
"1669","lat","rus",5
"1670","lat","sin",1
"1671","lat","slo",5
"1672","lat","slv",4
"1673","lat","spa",5
"1674","lat","srp",5
"1675","lat","swe",4
"1676","lat","tha",2
"1677","lat","tur",4
"1678","lat","ukr",4
"1679","lat","vie",4
"1680","lat","wln",1
"1681","lat","xxx",1
"1682","lat","yid",1
"1683","lav","lit",81
"1684","lav","mac",28
"1685","lav","mal",1
"1686","lav","may",2
"1687","lav","mlt",1
"1688","lav","mon",5
"1689","lav","nno",1
"1690","lav","nor",61
"1691","lav","oci",1
"1692","lav","per",23
"1693","lav","por",67
"1694","lav","roh",3
"1695","lav","rum",60
"1696","lav","rus",89
"1697","lav","sin",1
"1698","lav","slo",56
"1699","lav","slv",64
"1700","lav","srp",66
"1701","lav","swa",1
"1702","lav","swe",66
"1703","lav","tha",4
"1704","lav","tur",71
"1705","lav","ukr",30
"1706","lav","urd",3
"1707","lav","vie",21
"1708","lav","wel",1
"1709","lav","xxx",1
"1710","lit","mac",35
"1711","lit","mal",1
"1712","lit","may",2
"1713","lit","mlt",1
"1714","lit","mon",5
"1715","lit","nds",1
"1716","lit","nno",1
"1717","lit","nor",85
"1718","lit","per",29
"1719","lit","por",86
"1720","lit","roh",3
"1721","lit","rum",68
"1722","lit","sin",1
"1723","lit","slo",69
"1724","lit","slv",80
"1725","lit","srp",86
"1726","lit","swe",86
"1727","lit","tha",4
"1728","lit","tur",89
"1729","lit","ukr",39
"1730","lit","urd",3
"1731","lit","vie",19
"1732","lit","wel",1
"1733","lit","xxx",3
"1734","ltz","nds",1
"1735","ltz","oci",1
"1736","ltz","pol",2
"1737","ltz","rum",1
"1738","ltz","rus",2
"1739","ltz","slo",1
"1740","ltz","spa",2
"1741","ltz","srp",2
"1742","ltz","swe",1
"1743","ltz","tur",2
"1744","ltz","wln",1
"1745","ltz","xxx",1
"1746","ltz","yid",1
"1747","mac","mal",1
"1748","mac","may",1
"1749","mac","mon",3
"1750","mac","nds",1
"1751","mac","nno",1
"1752","mac","nor",41
"1753","mac","per",19
"1754","mac","pol",50
"1755","mac","por",39
"1756","mac","roh",3
"1757","mac","rum",27
"1758","mac","rus",46
"1759","mac","sin",1
"1760","mac","slo",28
"1761","mac","slv",40
"1762","mac","spa",52
"1763","mac","srp",45
"1764","mac","swe",41
"1765","mac","tha",4
"1766","mac","tur",46
"1767","mac","ukr",24
"1768","mac","urd",2
"1769","mac","vie",12
"1770","mac","wel",1
"1771","mac","xxx",1
"1772","mal","may",1
"1773","mal","nor",1
"1774","mal","per",1
"1775","mal","pol",1
"1776","mal","por",1
"1777","mal","rum",1
"1778","mal","rus",1
"1779","mal","slo",1
"1780","mal","slv",1
"1781","mal","spa",1
"1782","mal","srp",1
"1783","mal","swe",1
"1784","mal","tha",1
"1785","mal","tur",1
"1786","mal","ukr",1
"1787","mal","vie",1
"1788","may","nor",3
"1789","may","per",3
"1790","may","pol",3
"1791","may","por",3
"1792","may","rum",2
"1793","may","rus",3
"1794","may","slo",2
"1795","may","slv",3
"1796","may","spa",3
"1797","may","srp",3
"1798","may","swe",3
"1799","may","tha",1
"1800","may","tur",3
"1801","may","ukr",3
"1802","may","urd",1
"1803","may","vie",2
"1804","may","wel",1
"1805","may","xxx",1
"1806","mlt","nor",1
"1807","mlt","pol",1
"1808","mlt","rus",1
"1809","mlt","slo",1
"1810","mlt","slv",1
"1811","mlt","spa",1
"1812","mlt","tur",1
"1813","mon","nds",1
"1814","mon","nor",6
"1815","mon","per",5
"1816","mon","pol",6
"1817","mon","por",7
"1818","mon","rum",6
"1819","mon","rus",5
"1820","mon","slo",5
"1821","mon","slv",4
"1822","mon","spa",7
"1823","mon","srp",6
"1824","mon","swe",6
"1825","mon","tha",1
"1826","mon","tur",6
"1827","mon","ukr",4
"1828","mon","urd",1
"1829","mon","vie",4
"1830","nds","nor",2
"1831","nds","oci",1
"1832","nds","per",2
"1833","nds","pol",3
"1834","nds","por",1
"1835","nds","rum",2
"1836","nds","rus",4
"1837","nds","slo",1
"1838","nds","slv",1
"1839","nds","spa",3
"1840","nds","srp",3
"1841","nds","swe",1
"1842","nds","tur",2
"1843","nds","wln",1
"1844","nds","xxx",2
"1845","nds","yid",1
"1846","nno","nor",1
"1847","nno","per",1
"1848","nno","pol",1
"1849","nno","por",1
"1850","nno","rum",1
"1851","nno","rus",1
"1852","nno","slo",1
"1853","nno","slv",1
"1854","nno","spa",1
"1855","nno","srp",1
"1856","nno","swe",1
"1857","nno","tur",1
"1858","nno","ukr",1
"1859","nor","oci",1
"1860","nor","per",36
"1861","nor","roh",3
"1862","nor","rum",80
"1863","nor","sin",1
"1864","nor","slo",67
"1865","nor","slv",98
"1866","nor","tha",4
"1867","nor","ukr",43
"1868","nor","urd",3
"1869","nor","vie",21
"1870","nor","wel",2
"1871","nor","xxx",2
"1872","oci","pol",2
"1873","oci","por",1
"1874","oci","rum",2
"1875","oci","rus",2
"1876","oci","slo",2
"1877","oci","slv",1
"1878","oci","spa",2
"1879","oci","srp",2
"1880","oci","swe",1
"1881","oci","tur",2
"1882","oci","ukr",1
"1883","oci","wln",1
"1884","oci","xxx",1
"1885","oci","yid",1
"1886","per","pol",39
"1887","per","por",35
"1888","per","roh",3
"1889","per","rum",31
"1890","per","rus",34
"1891","per","sin",1
"1892","per","slo",25
"1893","per","slv",30
"1894","per","spa",43
"1895","per","srp",34
"1896","per","swe",29
"1897","per","tha",3
"1898","per","tir",1
"1899","per","tur",32
"1900","per","ukr",23
"1901","per","urd",3
"1902","per","vie",13
"1903","per","wel",2
"1904","per","xxx",2
"1905","pol","roh",5
"1906","pol","sin",1
"1907","pol","swa",1
"1908","pol","tha",4
"1909","pol","ukr",47
"1910","pol","urd",3
"1911","pol","vie",24
"1912","pol","wel",2
"1913","pol","wln",1
"1914","pol","xxx",4
"1915","pol","yid",1
"1916","por","roh",3
"1917","por","rum",84
"1918","por","sin",1
"1919","por","slo",75
"1920","por","slv",95
"1921","por","swa",1
"1922","por","tha",4
"1923","por","ukr",45
"1924","por","urd",3
"1925","por","vie",21
"1926","por","wel",2
"1927","por","xxx",2
"1928","roh","rum",2
"1929","roh","rus",3
"1930","roh","slo",3
"1931","roh","slv",4
"1932","roh","spa",4
"1933","roh","srp",2
"1934","roh","swe",2
"1935","roh","tha",1
"1936","roh","tur",3
"1937","roh","ukr",3
"1938","roh","wel",1
"1939","rum","rus",92
"1940","rum","sin",1
"1941","rum","slo",65
"1942","rum","slv",65
"1943","rum","srp",79
"1944","rum","swa",1
"1945","rum","swe",79
"1946","rum","tha",3
"1947","rum","tur",83
"1948","rum","ukr",38
"1949","rum","urd",3
"1950","rum","vie",20
"1951","rum","wel",1
"1952","rum","wln",1
"1953","rum","xxx",3
"1954","rum","yid",1
"1955","rus","sin",1
"1956","rus","slo",82
"1957","rus","tha",4
"1958","rus","ukr",44
"1959","rus","urd",3
"1960","rus","vie",22
"1961","rus","wel",2
"1962","rus","wln",1
"1963","rus","xxx",4
"1964","rus","yid",1
"1965","sin","slo",1
"1966","sin","slv",1
"1967","sin","spa",1
"1968","sin","srp",1
"1969","sin","swe",1
"1970","sin","tur",1
"1971","sin","ukr",1
"1972","sin","vie",1
"1973","slo","slv",64
"1974","slo","srp",74
"1975","slo","swa",1
"1976","slo","swe",71
"1977","slo","tha",4
"1978","slo","tur",79
"1979","slo","ukr",39
"1980","slo","urd",3
"1981","slo","vie",17
"1982","slo","wel",1
"1983","slo","wln",1
"1984","slo","xxx",3
"1985","slo","yid",1
"1986","slv","srp",98
"1987","slv","swe",92
"1988","slv","tha",4
"1989","slv","ukr",41
"1990","slv","urd",3
"1991","slv","vie",16
"1992","slv","wel",2
"1993","slv","xxx",1
"1994","spa","swa",1
"1995","spa","tha",4
"1996","spa","ukr",53
"1997","spa","urd",3
"1998","spa","vie",26
"1999","spa","wel",2
"2000","spa","wln",1
"2001","spa","xxx",3
"2002","spa","yid",1
"2003","srp","tha",4
"2004","srp","ukr",41
"2005","srp","urd",3
"2006","srp","vie",20
"2007","srp","wel",1
"2008","srp","wln",1
"2009","srp","xxx",4
"2010","srp","yid",1
"2011","swa","tur",1
"2012","swa","vie",1
"2013","swe","tha",3
"2014","swe","ukr",41
"2015","swe","urd",3
"2016","swe","vie",19
"2017","swe","wel",2
"2018","swe","xxx",1
"2019","tha","tur",4
"2020","tha","ukr",3
"2021","tha","vie",2
"2022","tur","ukr",40
"2023","tur","urd",3
"2024","tur","vie",21
"2025","tur","wel",2
"2026","tur","wln",1
"2027","tur","xxx",3
"2028","tur","yid",1
"2029","ukr","urd",3
"2030","ukr","vie",14
"2031","ukr","wel",2
"2032","ukr","xxx",1
"2033","urd","vie",3
"2034","urd","xxx",1
"2035","vie","xxx",1
"2036","wln","xxx",1
"2037","wln","yid",1
"2038","xxx","yid",1
