"","pol","tur","hrv","nor","gre","rus","spa","authorcount"
"Bracharz,Kurt",0,0,0,0,0,1,0,1
"Caspary,Kim",0,0,0,0,0,1,0,1
"Cazon,Christine",0,0,0,0,0,1,0,1
"Ehrlich,Heinrich",0,0,0,0,0,2,0,2
"Fischer,Natalie",0,0,0,0,0,1,0,1
"Fitz,Lisa",0,0,0,0,0,1,0,1
"Fritzsche,Klaus",0,0,0,0,0,1,0,1
"Froemel,Werner",0,0,0,0,0,1,0,1
"Galen,Philipp",0,0,0,0,0,1,0,1
"Genke,GerbertG.",0,0,0,0,0,1,0,1
"Göll,Hermann",0,0,0,0,0,1,0,1
"Görg,Patricia",0,0,0,0,0,1,0,1
"Götz,Andreas",0,0,0,0,0,2,0,2
"Grabau,Fritz-René",0,0,0,0,0,1,0,1
"Graff,Helga",0,0,0,0,0,1,0,1
"Grimm,AlbertLudwig",0,0,0,0,0,1,0,1
"Hamerling,Robert",0,0,0,0,0,1,0,1
"Hansen,Dagmar",0,0,0,0,0,1,0,1
"Herder,Maria",0,0,0,0,0,1,0,1
"Hofmann,Tatjana",0,0,0,0,0,1,0,1
"Horie,Hildegard",0,0,0,0,0,1,0,1
"Ilisch,Maja",0,0,0,0,0,1,0,1
"Karau,Günter",0,0,0,0,0,1,0,1
"Keller,Christoph",0,0,0,0,0,1,0,1
"Kelling,Gerhard",0,0,0,0,0,1,0,1
"Kijamov,Ališer",0,0,0,0,0,2,0,2
"Kopelev,Lev",0,0,0,0,0,1,0,1
"Kordon'er,Mari",0,0,0,0,0,2,0,2
"Korona,Ira",0,0,0,0,0,1,0,1
"Kruse,Tatjana",0,0,0,0,0,1,0,1
"Kuhn,Kevin",0,0,0,0,0,1,0,1
"Kušnarenko-Surtaeva,V.G.",0,0,0,0,0,1,0,1
"Lager,Sven",0,0,0,0,0,1,0,1
"Lehmann,Christine",0,0,0,0,0,1,0,1
"Lessmann,Sandra",0,0,0,0,0,2,0,2
"Levski,MarcusE.",0,0,0,0,0,2,0,2
"Liebert,Andreas",0,0,0,0,0,1,0,1
"Liliencron,Detlevvon",0,0,0,0,0,1,0,1
"Löffel,Hartmut",0,0,0,0,0,1,0,1
"Metzler,Jost",0,0,0,0,0,1,0,1
"Mühlbach,Luise",0,0,0,0,0,1,0,1
"Mundt,Theodor",0,0,0,0,0,2,0,2
"Neumann,Alfred",0,0,0,0,0,1,0,1
"Niermann,Ingo",0,0,0,0,0,1,0,1
"Obergriessnig,Andreas",0,0,0,0,0,1,0,1
"Pataki,Heidi",0,0,0,0,0,1,0,1
"Pauly,Alfredo",0,0,0,0,0,1,0,1
"Pitawall,Ernst",0,0,0,0,0,1,0,1
"Puhlfürst,Claudia",0,0,0,0,0,1,0,1
"Puškina,NatalʹjaN.",0,0,0,0,0,1,0,1
"Randenborgh,Elisabetvan",0,0,0,0,0,1,0,1
"Royová,Kristína",0,0,0,0,0,11,0,11
"Samarow,Gregor",0,0,0,0,0,7,0,7
"Santiago,Elena",0,0,0,0,0,2,1,3
"Schachermeyr,Fritz",0,0,0,0,0,1,0,1
"Schäfer,Carlo",0,0,0,0,0,4,0,4
"Schiesser,Gerhard",0,0,0,0,0,1,0,1
"Schopenhauer,Arthur",0,0,0,0,0,3,0,3
"Schumacher,HeinrichVollrat",0,0,0,0,0,1,0,1
"Schwöbel,Wilhelm",0,0,0,0,0,1,0,1
"Špaar,VolʹdemarA.",0,0,0,0,0,1,0,1
"Sprung,Renate",0,0,0,0,0,1,0,1
"Stašus,Daniėlʹ",0,0,0,0,0,1,0,1
"Stockij,Julij",0,0,0,0,0,1,0,1
"Subbotin,Stanislav",0,0,0,0,0,1,0,1
"Trodler,Dagmar",0,0,0,0,0,1,2,3
"Veber,Cholten",0,0,0,0,0,1,0,1
"Vezelič,Budimir",0,0,0,0,0,1,0,1
"Volkmann-Leander,Richardvon",0,0,0,0,0,1,0,1
"Weber,Waldemar",0,0,0,0,0,1,0,1
"Weigand,Karla",0,0,0,0,0,1,0,1
"Woinowitsch,Olga",0,0,0,0,0,1,0,1
"Wolff,Steffivon",0,0,0,0,0,1,1,2
"Wollschläger,Hans",0,0,0,0,0,1,0,1
"Wörishöffer,Karl",0,0,0,0,0,1,0,1
"Wöss,Fritz",0,0,0,0,0,1,0,1
"Wulf,Franziska",0,0,0,0,0,1,0,1
"Браун,Лили",0,0,0,0,0,1,0,1
"Гете,ИоганнВольфганг",0,0,0,0,0,1,0,1
"Гримм,Братья",0,0,0,0,0,1,0,1
"Захер-Мазох,Леопольдфон",0,0,0,0,0,2,0,2
"Майринк,Густав",0,0,0,0,0,1,0,1
"Adams,Lilly",0,0,0,0,0,0,0,0
"Benyovszky,Karl",0,0,0,0,0,0,0,0
"Bieber,Horst",0,0,0,0,0,0,0,0
"Busch,Gertrud",0,0,0,0,0,0,0,0
"Buttlar,Johannesvon",0,0,0,0,0,0,0,0
"Dutli-Rutishauser,Maria",0,0,0,0,0,0,0,0
"Eibel,Stephan",0,0,0,0,0,0,0,0
"Faerber,Regina",0,0,0,0,0,0,0,0
"Gehm,Franziska",0,0,0,0,0,0,0,0
"Kerr,Charlotte",0,0,0,0,0,0,0,0
"Martell,Rupert",0,0,0,0,0,0,0,0
"Mednyánszky,Alajos",0,0,0,0,0,0,0,0
"Möckel,Klaus",0,0,0,0,0,0,0,0
"Nachtwey,Uwe",0,0,0,0,0,0,0,0
"Nádas,Péter",0,0,0,0,0,0,0,0
"Schippers,Wilhelm",0,0,0,0,0,0,0,0
"Schoenle,Annemarie",0,0,0,0,0,0,0,0
"Seck-Agthe,Monika",0,0,0,0,0,0,0,0
"Spiegel,JosefF.",0,0,0,0,0,0,0,0
"Thomas,Manuel",0,0,0,0,0,0,0,0
"Zenker,Helmut",0,0,0,0,0,0,0,0
"Zimmermann,Christa-Maria",0,0,0,0,0,0,0,0
"Alešovec,Jakob",0,0,0,0,0,0,0,0
"Bosmans,Phil",0,0,0,0,0,0,0,0
"Burk,Michael",0,0,0,0,0,0,0,0
"Bußmann,Nina",0,0,0,0,0,0,0,0
"Crüwell,G.A.",0,0,0,0,0,0,0,0
"Diehl,Sarah",0,0,0,0,0,0,0,0
"Guttenbrunner,Michael",0,0,0,0,0,0,0,0
"Hartinger,Ingram",0,0,0,0,0,0,0,0
"Horn,Rebecca",0,0,0,0,0,0,0,0
"Kappus,FranzXaver",0,0,0,0,0,0,0,0
"Karlin,AlmaM.",0,0,0,0,0,0,0,0
"Karlin,AlmaMaximiliane",0,0,0,0,0,0,0,0
"Klein,Elisabeth",0,0,0,0,0,0,0,0
"Kranjc,Marco",0,0,0,0,0,0,0,0
"Moreno,Maria",0,0,0,0,0,0,0,0
"Mueller,Roland",0,0,0,0,0,0,0,0
"Nuyen,Jenny-Mai",0,0,0,0,0,0,1,1
"Oseban,AnaJasmina",0,0,0,0,0,0,0,0
"Parin,Paul",0,0,0,0,0,0,0,0
"Penzoldt,Ernst",0,0,0,0,0,0,0,0
"Šteger,Aleš",0,0,0,0,0,0,0,0
"Strube,Wilhelm",0,0,0,0,0,0,0,0
"Viesèr,Dolores",0,0,0,0,0,0,0,0
"Wambrechtsamer,Anna",0,0,0,0,0,0,0,0
"Wittula,Anna",0,0,0,0,0,0,0,0
"Zoche,Hermann-Josef",0,0,0,0,0,0,0,0
"Zöllner,Angelika",0,0,0,0,0,0,0,0
"Alafenisch,Salim",0,0,0,0,0,0,1,1
"Andersen,HansChristian",0,0,0,0,0,0,1,1
"Arzt,Thomas",0,0,0,0,0,0,1,1
"Baesecke,Georg",0,0,0,0,0,0,1,1
"Bauch,Christian",0,0,0,0,0,0,1,1
"Bazlen,Roberto",0,0,0,0,0,0,1,1
"Berger,Frederik",0,0,0,0,0,0,1,1
"Berndorf,Jacques",0,0,0,0,0,0,1,1
"Berst-Frediani,Sascha",0,0,0,0,0,0,2,2
"Beto,Isabel",0,0,0,0,0,0,1,1
"Blankertz,Stefan",0,0,0,0,0,0,1,1
"Bredel,Willi",0,0,0,0,0,0,1,1
"Breitbach,Joseph",0,0,0,0,0,0,1,1
"Breloer,Heinrich",0,0,0,0,0,0,1,1
"Brentano,Bernardvon",0,0,0,0,0,0,1,1
"Brentano,Franz",0,0,0,0,0,0,1,1
"Burmeister,Brigitte",0,0,0,0,0,0,1,1
"Büscher,Tobias",0,0,0,0,0,0,1,1
"Capitani,Sabrina",0,0,0,0,0,0,1,1
"Carus,Roman",0,0,0,0,0,0,1,1
"Cavelty,GionMathias",0,0,0,0,0,0,2,2
"Chen,Chao-Hsiu",0,0,0,0,0,0,1,1
"Cohn,Leah",0,0,0,0,0,0,1,1
"Cramer,Doris",0,0,0,0,0,0,1,1
"Cremer,Drutmar",0,0,0,0,0,0,1,1
"Cueni,Claude",0,0,0,0,0,0,2,2
"Denk,Felix",0,0,0,0,0,0,1,1
"Ehrensperger,Serge",0,0,0,0,0,0,2,2
"Erlbruch,Wolf",0,0,0,0,0,0,1,1
"Friedrich,Joachim",0,0,0,0,0,0,1,1
"GarcíaMoreno,Aitor",0,0,0,0,0,0,1,1
"GarcíaPonce,Juan",0,0,0,0,0,0,1,1
"Genzmer,Herbert",0,0,0,0,0,0,1,1
"Gohl,Christiane",0,0,0,0,0,0,1,1
"Grosser,Karlheinz",0,0,0,0,0,0,2,2
"Gutzkow,Karl",0,0,0,0,0,0,1,1
"Hansen,Konrad",0,0,0,0,0,0,1,1
"Hartmann,HeikoMichael",0,0,0,0,0,0,1,1
"Hastings,Susan",0,0,0,0,0,0,1,1
"Hefner,Ulrich",0,0,0,0,0,0,1,1
"Heilander,Elisabeth",0,0,0,0,0,0,1,1
"Heilmann,Eva",0,0,0,0,0,0,1,1
"Heinse,Wilhelm",0,0,0,0,0,0,1,1
"Hermann,Wolfgang",0,0,0,0,0,0,1,1
"Hildebrandt,Dieter",0,0,0,0,0,0,1,1
"Höfele,Andreas",0,0,0,0,0,0,1,1
"Horst,Norbert",0,0,0,0,0,0,1,1
"Hyde,Malachy",0,1,0,0,0,0,1,2
"Jahnke,Robin",0,0,0,0,0,0,1,1
"Jané,Jordi",0,0,0,0,0,0,1,1
"Kabus,Christine",0,0,0,0,0,0,7,7
"Kain,Franz",0,0,0,0,0,0,1,1
"Kalka,Joachim",0,0,0,0,0,0,1,1
"Kálnay,Juliana",0,0,0,0,0,0,1,1
"Kamphoevener,ElsaSophiavon",0,0,0,0,0,0,1,1
"Kasnitz,Adrian",0,0,0,0,0,0,1,1
"Keim,Franz",0,0,0,0,0,0,1,1
"Keiser,Helen",0,0,0,0,0,0,1,1
"Kinder,Hermann",0,0,0,0,0,0,1,1
"Klonovsky,Michael",0,0,0,0,0,0,1,1
"Knigge,Judith",0,0,0,0,0,0,2,2
"Knopp,Beate",0,0,0,0,0,0,1,1
"Krege,Wolfgang",0,0,0,0,0,0,1,1
"Kreitz,Isabel",0,0,0,0,0,0,1,1
"Kruppa,Hans",0,0,0,0,0,0,2,2
"Kübler,Roland",0,0,0,0,0,0,2,2
"Kurnitzky,Horst",0,0,0,0,0,0,1,1
"Laurin,Ruben",0,0,0,0,0,0,1,1
"Leisner,Regine",0,0,0,0,0,0,1,1
"Leitner,Maria",0,0,0,0,0,0,1,1
"List,Berndt",0,0,0,0,0,0,1,1
"Maass,Edgar",0,0,0,0,0,0,1,1
"MartíPeña,Ofelia",0,0,0,0,0,0,1,1
"Michel,Peter",0,0,0,0,0,0,1,1
"Musäus,JohannKarlAugust",0,0,0,0,0,0,1,1
"Muster,Wilhelm",0,0,0,0,0,0,1,1
"Natonek,Hans",0,0,0,0,0,0,1,1
"Neutsch,Erik",0,0,0,0,0,0,1,1
"Niebelschütz,Wolfvon",0,0,0,0,0,0,1,1
"Noack,Barbara",0,0,0,0,0,0,1,1
"Nordau,Max",0,0,0,0,0,0,1,1
"OnettoMuñoz,Breno",0,0,0,0,0,0,1,1
"Pescarel,Lia",0,0,0,0,0,0,1,1
"Peters,Veronika",0,0,0,0,0,0,1,1
"Petry,Renata",0,0,0,0,0,0,1,1
"Porath,Silke",0,0,0,0,0,0,1,1
"Preisendörfer,Bruno",0,0,0,0,0,0,1,1
"Rhode,Max",0,0,0,0,0,0,1,1
"Richartz,WalterE.",0,0,0,0,0,0,1,1
"Rieder,Ines",0,0,0,0,0,0,1,1
"Rieks,Josefine",0,0,0,0,0,0,1,1
"Rönne,Ronjavon",0,0,0,0,0,0,1,1
"Rötzer,Richard",0,0,0,0,0,0,2,2
"Saeger,Uwe",0,0,0,0,0,0,1,1
"Saiko,George",0,0,0,0,0,0,1,1
"Sanders,Norah",0,0,0,0,0,0,2,2
"Schifferli,Dagmar",0,0,0,0,0,0,1,1
"Schlosser,Adolfo",0,0,0,0,0,0,1,1
"Schöner,Elsa",0,0,0,0,0,0,1,1
"Schoob,Jürgen",0,0,0,0,0,0,1,1
"Schopenhauer,Johanna",0,0,0,0,0,0,1,1
"Schössow,Peter",0,0,0,0,0,0,1,1
"Schulz,Bruno",0,0,0,0,0,0,1,1
"Schuon,Frithjof",0,0,0,0,0,0,1,1
"Sewald,Wolfgang",0,0,0,0,0,0,6,6
"Simon,Rainer",0,0,0,0,0,0,1,1
"Sonntag,Ellen",0,0,0,0,0,0,1,1
"Sütsch,Norbert",0,0,0,0,0,0,1,1
"Tsainis,Kathrin",0,0,0,0,0,0,1,1
"Uden,Horst",0,0,0,0,0,0,1,1
"Ulrichs,KarlHeinrich",0,0,0,0,0,0,1,1
"Vlasak,Kurt",0,0,0,0,0,0,1,1
"Vonnegut,Kurt",0,0,0,0,0,0,1,1
"Wanner,Heike",0,0,0,0,0,0,2,2
"Werz,Sabine",0,0,0,0,0,0,1,1
"Willkomm,Moritz",0,0,0,0,0,0,1,1
"Wings,Veronica",0,0,0,0,0,0,2,2
"Witzel,Holger",0,0,0,0,0,0,1,1
"Wolf,Daniel",0,0,0,0,0,0,9,9
"Xokonoschtletl",0,0,0,0,0,0,2,2
"Ziegler,Reinhold",0,0,0,0,0,0,1,1
"Ebner,Peter",0,0,0,0,0,0,0,0
"Gesemann,Gerhard",0,0,0,0,0,0,0,0
"Gjellerup,Karl",0,0,0,0,0,0,0,0
"Griesbeck,Robert",0,0,0,0,0,0,0,0
"Hamsun,Knut",0,0,0,0,0,0,0,0
"Hausmann,Manfred",0,0,0,0,0,0,0,0
"Herold,Tina",0,0,0,0,0,0,0,0
"Jaedtke,Wolfgang",0,0,0,0,0,0,0,0
"Lange,Claudio",0,0,0,0,0,0,0,0
"Mahrer,Louis",0,0,0,0,0,0,0,0
"Mehring,Franz",0,0,0,0,0,0,0,0
"Mendelssohn,Peterde",0,0,0,0,0,0,0,0
"Mikan,Denis",0,0,0,0,0,0,0,0
"Milanovic-Jelić,Jasna",0,0,0,0,0,0,0,0
"Paysen-Petersen,Georg",0,0,0,0,0,0,0,0
"Pittler,AndreasP.",0,0,0,0,0,0,0,0
"Radbruch,Gustav",0,0,0,0,0,0,0,0
"Risojević,Ranko",0,0,0,0,0,0,0,0
"Sax,Pol",0,0,0,0,0,0,0,0
"Scheer,Regina",0,0,0,0,0,0,0,0
"Schoen,ValentinW.",0,0,0,0,0,0,0,0
"Speier,Michael",0,0,0,0,0,0,0,0
"Spitzer,Leo",0,0,0,0,0,0,0,0
"Šumanac,Brana",0,0,0,0,0,0,0,0
"Thiel,Rudolf",0,0,0,0,0,0,0,0
"Uschmann,Oliver",0,0,0,0,0,0,0,0
"Wogrolly,Monika",0,0,0,0,0,0,0,0
"Bril-Jäger,Roswitha",0,0,0,0,0,0,0,0
"Cavelius,Alexandra",0,1,0,0,0,0,0,1
"Danius,Sara",0,0,0,0,0,0,0,0
"Elmbrant,Björn",0,0,0,0,0,0,0,0
"Feldenkirchen,Markus",0,0,0,0,0,0,0,0
"Fioretos,Aris",0,0,0,0,0,0,0,0
"Franzen,Jonathan",0,0,0,0,0,0,0,0
"Jaeggi,Eva",0,0,0,0,0,0,0,0
"Junge,Ricarda",0,0,0,0,0,0,0,0
"Kraus,JosephMartin",0,0,0,0,0,0,0,0
"Leithold,Norbert",0,0,0,0,0,0,0,0
"Lindroth,Malin",0,0,0,0,0,0,0,0
"Lüthi,Max",0,0,0,0,0,0,0,0
"Mahlknecht,Selma",0,0,0,0,0,0,0,0
"Noll,Peter",0,0,0,0,0,0,0,0
"Reitzer,Angelika",0,0,0,0,0,0,0,0
"Schacht,Ulrich",0,0,0,0,0,0,0,0
"Turkowski,Einar",0,0,0,0,0,0,0,0
"Wase,Dick",0,0,0,0,0,0,0,0
"Wattin,Danny",0,0,0,0,0,0,0,0
"Moser,Erwin",0,0,0,0,0,0,0,0
"Bastian,Till",0,1,0,0,0,0,0,1
"Bayraktar,Mesut",0,1,0,0,0,0,0,1
"Bedir-Xan,Kâmuran",0,1,0,0,0,0,0,1
"Beerwald,Sina",0,1,0,0,0,0,0,1
"Berlin,Katja",0,1,0,0,0,0,0,1
"Bold,Emily",0,1,0,0,0,0,0,1
"Çakır,Seher",0,1,0,0,0,0,0,1
"Cohen,WilliamS.",0,1,0,0,0,0,0,1
"Dübgen,Hannah",0,1,0,0,0,0,0,1
"Franckh,Pierre",0,1,0,0,0,0,0,1
"Glaesener,Helga",0,2,0,0,0,0,0,2
"Göttfert,Constantin",0,1,0,0,0,0,0,1
"Halbach,Karolina",0,1,0,0,0,0,0,1
"Halbritter,Kurt",0,1,0,0,0,0,0,1
"Hammer,Agnes",0,1,0,0,0,0,0,1
"Hübner,Michael",0,2,0,0,0,0,0,2
"Kern,Björn",0,1,0,0,0,0,0,1
"Kessler,Christof",0,1,0,0,0,0,0,1
"Koch,Boris",0,1,0,0,0,0,0,1
"Poppe,Grit",0,1,0,0,0,0,0,1
"Rekel,GerhardJ.",0,1,0,0,0,0,0,1
"Scheffel,Annika",0,1,0,0,0,0,0,1
"Schlederer,Victoria",0,1,0,0,0,0,0,1
"Turhan,Su",0,1,0,0,0,0,0,1
"Vigneron,Emile",0,1,0,0,0,0,0,1
"Walter,Dieter",0,1,0,0,0,0,0,1
"Wöhlcke,Manfred",0,1,0,0,0,0,0,1
"CramervonClausbruch,Adelheid",0,0,0,0,0,0,0,0
"Görlich,Günter",0,0,0,0,0,0,0,0
"Heinrich,Finn-Ole",0,0,0,0,0,0,0,0
"Kapitelman,Dmitrij",0,0,0,0,0,0,0,0
"Гейне,Генріх",0,0,0,0,0,0,0,0
"Rieschel,Paul",0,0,0,0,0,0,0,0
"Nagel,Elke",0,0,0,0,0,0,0,0
"Breyer,Nikolaus",0,0,0,0,0,0,0,0
"Schindler,Georg",0,0,0,0,0,0,0,0
"Fink,Georg",0,0,0,0,0,0,0,0
"Katz,Leo",0,0,0,0,0,0,0,0
"Andersch,Alfred",1,1,0,0,0,0,1,3
"Franck,Julia",1,1,2,1,1,1,4,11
"Gruber,Marianne",1,0,0,0,0,1,0,2
"Hauptmann,Gaby",1,1,0,1,5,5,5,18
"Hochhuth,Rolf",1,0,0,0,0,2,0,3
"Mercier,Pascal",1,3,1,3,1,0,5,14
"Schnitzler,Arthur",1,2,0,1,5,2,23,34
"Wolf,Christa",1,5,3,5,6,4,16,40
"Brussig,Thomas",1,0,1,1,1,1,1,6
"Delius,FriedrichChristian",1,2,0,0,1,0,3,7
"Gstrein,Norbert",1,2,3,1,0,1,2,10
"Klein,Georg",1,0,0,0,0,0,1,2
"Morgenstern,Christian",1,0,0,0,0,0,0,1
"Özdamar,EmineSevgi",1,8,1,1,2,0,5,18
"Ruge,Eugen",1,0,1,1,1,1,1,6
"Seiler,Lutz",1,1,0,1,1,1,1,6
"Spengler,Tilman",1,0,0,1,1,1,3,7
"Trojanow,Ilija",1,2,1,0,0,2,3,9
"Werner,Markus",1,1,0,0,0,1,3,6
"Lessing,GottholdEphraim",1,0,0,0,0,0,6,7
"Lewitscharoff,Sibylle",1,1,0,0,0,0,2,4
"Williges,FabianW.",1,1,1,0,0,0,1,4
"Hohler,Franz",1,0,0,0,0,3,1,5
"Kleist,Heinrichvon",1,1,1,4,3,1,11,22
"Perutz,Leo",1,0,0,0,0,5,10,16
"Tschinag,Galsan",1,0,0,0,0,0,2,3
"Kumpfmüller,Michael",1,1,1,0,1,1,1,6
"Pollack,Martin",1,0,0,0,0,0,0,1
"Beck,Zoë",1,0,0,0,0,2,0,3
"Beyer,Marcel",1,3,1,1,0,1,4,11
"Brem,Ilse",1,0,0,0,0,0,0,1
"Dückers,Tanja",1,2,0,0,0,0,0,3
"Fatah,Sherko",1,2,0,0,1,0,0,4
"Grjasnowa,Olga",1,0,1,0,0,0,1,3
"Hacke,Axel",1,0,0,0,0,1,1,3
"Hanika,Iris",1,1,0,0,0,0,1,3
"Härtling,Peter",1,0,0,0,2,0,3,6
"Hofmannsthal,Hugovon",1,0,1,0,1,1,8,12
"Horváth,Ödönvon",1,0,1,3,3,0,6,14
"Hürlimann,Thomas",1,1,1,1,1,3,1,9
"Jaud,Tommy",1,1,0,0,0,0,1,3
"Kim,Anna",1,0,0,0,0,0,0,1
"Kracht,Christian",1,1,2,3,0,5,2,14
"Kubelka,Susanna",1,0,0,0,0,2,0,3
"Marly,Michelle",1,0,0,0,0,0,1,2
"Mörike,Eduard",1,1,0,0,0,1,3,6
"Müller,Heiner",1,0,1,0,5,1,3,11
"Muschg,Adolf",1,0,0,0,0,3,4,8
"Opitz,Martin",1,0,0,0,0,0,0,1
"Peetz,Monika",1,2,0,5,1,0,4,13
"Peschina,Helmut",1,0,0,0,0,0,0,1
"Pötzsch,Oliver",1,1,0,0,0,5,1,8
"Rabinovici,Doron",1,0,0,0,0,0,0,1
"Sacher-Masoch,Leopoldvon",1,0,2,1,0,11,9,24
"Schimmelpfennig,Roland",1,2,0,0,1,0,2,6
"Schindel,Robert",1,0,0,0,0,0,0,1
"Seethaler,Robert",1,2,2,3,1,0,1,10
"Stamm,Peter",1,2,1,5,0,1,8,18
"Sulzer,AlainClaude",1,0,0,0,0,0,1,2
"Tabori,George",1,1,1,1,0,0,1,5
"Tellkamp,Uwe",1,0,0,1,0,0,1,3
"Timm,Uwe",1,6,1,0,2,3,6,19
"Wassermann,Jakob",1,0,0,1,0,1,9,12
"Zaimoglu,Feridun",1,2,1,0,2,0,1,7
"Arango,Sascha",1,1,0,3,1,1,1,8
"Becker,Jurek",1,1,0,1,1,4,3,11
"Biller,Maxim",1,0,1,0,1,0,1,4
"Boschwitz,UlrichAlexander",1,1,0,0,1,0,1,4
"Breinholst,Willy",1,0,0,0,0,1,1,3
"Hagena,Katharina",1,1,1,1,1,0,3,8
"Krien,Daniela",1,0,0,1,0,0,1,3
"Said,Kurban",1,0,0,0,0,2,1,4
"Salzmann,Marianna",1,0,0,0,0,0,1,2
"Schenkel,AndreaMaria",1,0,0,1,0,1,2,5
"Schröder-Devrient,Wilhelmine",1,0,0,0,0,0,1,2
"Tieck,Ludwig",1,0,0,0,1,0,3,5
"Berg,Ellen",1,0,0,0,0,0,0,1
"Brant,Sebastian",1,0,0,0,0,1,2,4
"Faschinger,Lilian",1,0,0,1,1,0,2,5
"Glavinic,Thomas",1,1,1,0,0,1,2,6
"Heidenreich,Elke",1,2,0,0,0,1,2,6
"Heller,Eva",1,2,2,0,4,0,0,9
"Hermann,Judith",1,1,1,4,1,1,2,11
"Kastner,Jörg",1,0,0,0,0,4,7,12
"Krausser,Helmut",1,4,0,0,1,1,1,8
"Kuckart,Judith",1,2,0,0,0,1,0,4
"Lasker-Schüler,Else",1,0,0,1,0,0,3,5
"Löhr,Robert",1,1,0,0,1,0,4,7
"Nadolny,Sten",1,5,0,0,2,1,5,14
"Parei,Inka",1,2,1,0,0,0,2,6
"Regener,Sven",1,0,1,1,1,1,1,6
"Weber,Peter",1,0,1,0,0,1,0,3
"Weiler,Jan",1,0,0,0,0,0,0,1
"Alpsten,Ellen",1,0,0,0,0,0,1,2
"Ambers,Jennifer",1,0,0,0,0,0,0,1
"Ausländer,Rose",1,0,0,1,0,1,1,4
"Bennett,Ben",1,0,0,0,0,0,1,2
"Bernig,Jörg",1,0,0,0,0,0,0,1
"Bienek,Horst",1,0,0,0,0,0,1,2
"Bobrowski,Johannes",1,0,0,0,0,0,2,3
"Bomann,Corina",1,2,0,4,0,1,9,17
"Borger,Martina",1,0,0,0,0,2,0,3
"Bronsky,Alina",1,1,3,0,0,0,3,8
"Dönhoff,Tatjana",1,0,0,0,0,0,0,1
"Drews,Christine",1,0,0,0,0,0,1,2
"Etzold,Veit",1,0,0,0,0,1,1,3
"Fleischhauer,Wolfram",1,0,1,0,1,5,4,12
"Gilbers,Harald",1,0,0,0,3,0,0,4
"Giordano,Mario",1,1,0,0,0,0,1,3
"Goetz,Rainald",1,0,0,0,0,0,1,2
"Grünbein,Durs",1,0,0,1,3,1,0,6
"Haefs,Gisbert",1,0,0,0,1,2,15,19
"Hansen,Dörte",1,0,0,1,0,0,2,4
"Haslinger,Josef",1,0,1,0,0,1,0,3
"Hauer,Elisabeth",1,1,0,0,0,0,0,2
"Henisch,Peter",1,0,1,0,0,0,0,2
"Isau,Ralf",1,0,0,1,0,0,2,4
"Jahnn,HansHenny",1,0,0,0,0,1,0,2
"Jeschke,Wolfgang",1,0,0,0,0,0,1,2
"Kirchhoff,Bodo",1,1,1,0,3,0,3,9
"Kishon,Ephraim",1,0,2,0,0,0,0,3
"Knapp,Radek",1,0,3,0,0,0,0,4
"Koch,Ursula",1,0,0,0,0,1,0,2
"Kutscher,Volker",1,2,0,2,2,1,8,16
"Maier,Andreas",1,0,0,1,0,1,4,7
"NadjAbonji,Melinda",1,1,0,0,0,1,1,4
"Ott,Wolfgang",1,0,0,0,0,0,0,1
"Pflüger,Andreas",1,0,0,0,1,0,4,6
"Raab,Thomas",1,0,0,0,0,0,2,3
"Ray,Fran",1,0,0,0,0,0,1,2
"Rosendorfer,Herbert",1,0,0,0,0,4,2,7
"Roth,Patrick",1,0,0,0,0,0,0,1
"Saborowski,Jenk",1,0,0,0,0,0,0,1
"Sakamoto,Miki",1,0,0,0,0,0,0,1
"Schröder,RainerM.",1,0,0,0,0,0,0,1
"Serno,Wolf",1,0,0,0,0,4,0,5
"Simon,Lars",1,0,0,0,0,0,0,1
"Spillmann,Joseph",1,0,1,0,0,0,0,2
"Strauß,Botho",1,1,0,2,1,2,4,11
"Strobl,KarlHans",1,0,0,0,0,0,0,1
"Theißen,Gerd",1,0,0,0,0,0,2,3
"Thürk,Harry",1,0,0,0,0,0,0,1
"Thurner,MichaelMarcus",1,0,0,0,0,0,0,1
"Winkelmann,Andreas",1,1,0,0,0,1,0,3
"Bottini,Oliver",1,0,1,0,0,1,0,3
"Goldschmidt,Georges-Arthur",1,0,0,0,0,0,0,1
"Haushofer,Marlen",1,1,1,3,1,0,5,12
"Hettche,Thomas",1,0,0,1,0,1,2,5
"Keun,Irmgard",1,1,0,0,0,1,3,6
"Loest,Erich",1,0,0,0,0,0,0,1
"O'Connor,Philip",1,0,0,0,0,0,0,1
"Oswald,GeorgMartin",1,0,1,0,1,1,1,5
"Petrowskaja,Katja",1,0,0,1,1,0,1,4
"Strauss,Richard",1,0,0,0,0,0,0,1
"Vennemann,Kevin",1,0,1,0,0,0,2,4
"Wagner,Richard",1,0,0,0,0,0,3,4
"Wellershoff,Dieter",1,0,0,0,0,0,0,1
"Andresky,Sophie",1,0,0,0,0,0,0,1
"Barz,Paul",1,0,0,0,0,0,0,1
"Benjamin,Walter",1,1,0,1,0,1,3,7
"Bernuth,Christa",1,0,0,0,0,2,0,3
"Binkert,Dörthe",1,0,0,0,0,0,0,1
"Born,Christoph",1,0,0,0,0,0,0,1
"Buck,Vera",1,0,0,0,0,0,0,1
"Hansen,Ule",1,0,0,0,0,0,0,1
"Held,Monika",1,1,0,0,0,0,0,2
"Jarawan,Pierre",1,0,0,0,0,0,0,1
