"","pol","tur","hrv","nor","gre","rus","spa","authorcount"
"Schröter,Lorenz",0,0,0,0,0,0,0,0
"Schulz,Torsten",0,0,0,0,0,0,0,0
"Schünemann,Christian",0,0,0,0,0,1,4,5
"Schutting,Julian",0,0,0,0,0,0,0,0
"Schwager,Raymund",0,0,0,0,0,0,0,0
"Schwarz,Stephan",0,0,0,0,0,0,0,0
"Schweitzer,Albert",0,0,0,0,0,0,0,0
"Scott,Diana",0,0,0,0,0,0,0,0
"Sebestyén,György",0,0,0,0,0,0,0,0
"Seibel,Klaus",0,0,0,0,0,0,0,0
"Serner,Walter",0,0,0,0,0,0,1,1
"Sethe,Stefan",0,0,0,0,0,0,0,0
"Shetty,MelanieT.",0,0,0,0,0,0,0,0
"Showghi,Farhad",0,0,0,0,0,0,0,0
"Sieber,Regula",0,0,0,0,0,0,0,0
"Siegelberg,Mark",0,0,0,0,0,0,0,0
"Skwara,ErichWolfgang",0,0,0,0,0,0,0,0
"Soler,Nike",0,0,0,0,0,0,0,0
"Solger,Reinhold",0,0,0,0,0,0,0,0
"Sorg,Edward",0,0,0,0,0,0,0,0
"Specht,Kerstin",0,0,0,0,0,0,0,0
"Spescha,Flurin",0,0,0,0,0,0,0,0
"Spira,Mela",0,0,0,0,0,0,0,0
"Starhemberg,Heinrichvon",0,0,0,0,0,0,0,0
"Starling,Isobel",0,0,0,0,0,0,0,0
"Stefan,Verena",0,0,0,0,0,0,0,0
"Steff",0,0,0,0,0,0,0,0
"Stein,Benjamin",0,1,0,0,0,0,1,2
"Steiner,Peter",0,0,0,0,0,0,0,0
"Steinherr,Ludwig",0,0,0,0,0,0,0,0
"Steinmetz,M.H.",0,0,0,0,0,0,0,0
"Stejnar,Emil",0,0,0,0,0,0,0,0
"Stern,Tanja",0,0,0,0,0,0,0,0
"Stolterfoht,Ulf",0,0,0,0,0,0,0,0
"Strubberg,FriedrichArmand",0,0,0,0,0,0,0,0
"Suchanek,Andreas",0,0,0,0,0,0,0,0
"Suhr,Geertje",0,0,0,0,0,0,0,0
"Swindells,Madge",0,0,0,0,0,0,0,0
"Sylvanus,Erwin",0,0,0,0,0,0,0,0
"Symon,Karl-Heinz",0,0,0,0,0,0,0,0
"Taugwalder,Hannes",0,0,0,0,0,0,0,0
"Tausin,Floco",0,0,0,0,0,0,0,0
"Thích-Nhất-Hạnh",0,0,0,0,0,0,0,0
"Thomsen,William",0,0,0,0,0,0,1,1
"Thon,Eleonore",0,0,0,0,0,0,0,0
"Thümmel,MoritzAugustvon",0,0,0,0,0,0,0,0
"Tielsch,Ilse",0,0,0,0,0,0,0,0
"Törne,Volkervon",0,0,0,0,0,0,0,0
"Tossing,Gudrun",0,0,0,0,0,0,0,0
"Tralantry,Thomas",0,0,0,0,0,0,0,0
"Trauboth,Jörg.H.",0,0,0,0,0,0,0,0
"Trauboth,JörgH.",0,0,0,0,0,0,0,0
"Truschner,Peter",0,0,0,0,0,0,0,0
"Uhly,Steven",0,0,0,0,0,0,0,0
"Ulrich,Ingeborg",0,0,0,0,0,0,0,0
"Utler,Anja",0,0,0,0,0,0,0,0
"Vogel,Bruno",0,0,0,0,0,0,0,0
"vonGoethe,JohannWolfgang",0,0,0,0,0,0,0,0
"Wackwitz,Stephan",0,0,0,0,0,0,0,0
"Walter,OttoF.",0,0,0,0,0,0,0,0
"Wanageeska,J.M.",0,0,0,0,0,0,0,0
"Wander,Fred",0,0,0,1,0,0,1,2
"Waschkau,PaulM.",0,0,0,0,0,0,0,0
"Weber,Renate",0,0,0,0,0,0,0,0
"Weihe,Richard",0,0,0,0,0,0,0,0
"Weiss,Volkmar",0,0,0,0,0,0,0,0
"Weitzer,Horst",0,0,0,0,0,0,0,0
"Welp,Anette",0,0,0,0,0,0,0,0
"Welzel,ChristianS.",0,0,0,0,0,0,0,0
"Wenders,Wim",0,0,0,0,0,0,0,0
"Werner,Christoph",0,0,0,0,0,0,0,0
"Westphalen,Josephvon",0,0,0,0,0,0,0,0
"Wetzel,Maike",0,0,0,0,0,0,0,0
"Widiarto,Ingrid",0,0,0,0,0,0,0,0
"Wieland,ChristophMartin",0,1,0,0,0,0,1,2
"Willigis",0,0,0,0,0,0,0,0
"Willmann,Klaus",0,0,0,0,0,0,0,0
"Winkler,Katharina",0,0,0,0,0,0,1,1
"Winsloe,Christa",0,0,0,0,0,0,0,0
"Wirz,Mario",0,0,0,0,0,0,0,0
"Wittmer,Irina",0,0,0,0,0,0,0,0
"Wittpennig,Susanne",0,0,0,0,0,0,0,0
"Wolf,Uljana",0,0,0,0,0,0,0,0
"Wolfgruber,Gernot",0,0,0,0,0,0,0,0
"Wollscheid,Achim",0,0,0,0,0,0,0,0
"Wright,Chantal",0,0,0,0,0,0,0,0
"Wunnicke,Christine",0,0,0,0,0,0,0,0
"Würzbach,Natascha",0,0,0,0,0,0,0,0
"York,AliceN.",0,0,0,0,0,0,0,0
"Yuan,Kanghan",0,0,0,0,0,0,0,0
"Zach,Bastian",0,0,0,0,0,0,3,3
"Zand,Herbert",0,0,0,0,0,0,0,0
"Zauner,FriedrichCh.",0,0,0,0,0,0,0,0
"Zech,Paul",0,0,0,0,0,0,1,1
"Zeller,Eva",0,0,0,0,0,0,0,0
"Zimmer,Anja",0,0,0,0,0,0,0,0
"Zimny,Margit",0,0,0,0,0,0,0,0
"Zipperer,Melanie",0,0,0,0,0,0,0,0
"Zuckmayer,Carl",0,0,0,0,0,1,0,1
"Hartig,Dieter",0,0,0,0,0,0,0,0
"Schleyer,JohannMartin",0,0,0,0,0,0,0,0
"-ky",0,0,0,0,0,0,0,0
"Alexis,Willibald",0,0,0,0,0,0,0,0
"Balàka,Bettina",0,0,0,0,0,0,0,0
"Beer,Natalie",0,0,0,0,0,0,0,0
"Behr,Hermann",0,0,0,0,0,0,0,0
"Bergengruen,Werner",0,0,0,0,0,0,0,0
"Bosse-Sporleder,Maria",0,0,0,0,0,0,0,0
"Brenner,Wolfgang",0,0,0,0,0,0,0,0
"Brockmann,Reiner",0,0,0,0,0,0,0,0
"Burgstedt,Eva",0,0,0,0,0,0,0,0
"Canal,Annevon",0,0,0,0,0,0,0,0
"Conrad,Michael",0,0,0,0,0,0,0,0
"DelleGrazie,MarieEugenie",0,0,0,0,0,0,0,0
"Dettmann,Lutz",0,0,0,0,0,0,0,0
"Dümmel,Karsten",0,0,0,0,0,0,0,0
"Duncker,Dora",0,0,0,0,0,0,0,0
"Ebert,Holger",0,0,0,0,0,0,0,0
"Erath,Vinzenz",0,0,0,0,0,0,0,0
"Fritzsche,Claus",0,0,0,0,0,1,0,1
"Geißler,HorstWolfram",0,0,0,0,0,0,0,0
"Hering,Elisabeth",0,0,0,0,0,1,0,1
"Hueck-Dehio,Else",0,0,0,0,0,0,0,0
"Isherwood,Christopher",0,0,0,0,0,0,0,0
"Iten,Andreas",0,0,0,0,0,0,0,0
"Keyserling,Eduardvon",0,0,0,0,0,0,10,10
"Klas-Glass,Reny",0,0,0,0,0,0,0,0
"Klinger,FriedrichMaximilianvon",0,0,0,0,1,1,0,2
"Koskull,Josivon",0,0,0,0,0,0,0,0
"Krause,Barbara",0,0,0,0,0,0,0,0
"Kröger,Wolfgang",0,0,0,0,0,0,0,0
"Kyber,Manfred",0,0,0,0,0,1,0,1
"Langer,Jiří",0,0,0,0,0,0,0,0
"Laub,Uwe",0,0,0,0,0,0,0,0
"Leutenegger,Gertrud",0,0,0,0,0,0,0,0
"Lükens,Markus",0,0,0,0,0,0,0,0
"Marschner,Rosemarie",0,0,0,0,0,0,0,0
"Mondfeld,Wolframzu",0,0,0,0,0,0,0,0
"Mrasek,KarlNorbert",0,0,0,0,0,0,0,0
"Mützelburg,Adolf",0,0,0,0,0,1,0,1
"PelzvonFelinau,Josef",0,0,0,0,0,0,0,0
"Pezold,Leopold",0,0,0,0,0,0,0,0
"Platzgumer,Hans",0,0,0,0,0,0,0,0
"Raid,Robert",0,0,0,0,0,0,0,0
"Rimpau,Cornelia",0,0,0,0,0,0,2,2
"Rommel,Alberta",0,0,0,0,0,0,0,0
"Scheffel,JosephVictorvon",0,0,0,0,0,0,0,0
"Schneider,Hansjörg",0,0,0,0,0,1,0,1
"Schönthan,Gabyvon",0,0,0,0,0,0,0,0
"Schreiter,Helfried",0,0,0,0,0,0,0,0
"Schröder,Burkhard",0,0,0,0,0,0,0,0
"Schweiger,Wolfgang",0,0,0,0,0,0,0,0
"Stoll,HeinrichAlexander",0,0,0,0,0,2,0,2
"Timmermans,Rudolf",0,0,0,0,0,0,0,0
"Tralow,Johannes",0,0,1,0,0,0,0,1
"Wagner,HeikeK.",0,0,0,0,0,0,0,0
"Wery,Ernestine",0,0,0,0,0,0,0,0
"Wiedemann,FerdinandJohann",0,0,0,0,0,0,0,0
"Winckler,Britta",0,0,0,0,0,0,0,0
"Wintersteiner,Marianne",0,0,0,0,0,0,0,0
"Wissmann,DanielDouglas",0,1,0,0,0,0,0,1
"Adam,Gabi",0,0,0,0,0,0,0,0
"Augustin,Eduard",0,0,0,0,0,0,0,0
"Berg,Balthasar",0,0,0,0,0,0,0,0
"Bloch,Robert",0,0,0,0,0,0,0,0
"Bolinder,Jean",0,0,0,0,0,0,0,0
"Brasch,Marion",0,0,0,0,0,0,0,0
"Eilenberger,Wolfram",0,0,0,0,0,0,0,0
"Gerlof,Kathrin",0,0,0,0,0,0,0,0
"Gruber,Sabine",0,2,0,0,0,1,0,3
"Haak,Rainer",0,0,0,0,0,0,0,0
"Hahn,AnnaKatharina",0,0,0,0,0,0,0,0
"Herzog,Rudolf",0,0,0,0,0,0,0,0
"Herzog,Werner",0,0,0,0,0,0,0,0
"Hielscher,Juliane",0,0,0,0,0,0,0,0
"Horster,Hans-Ulrich",0,0,0,1,0,0,0,1
"Jäger,Katja",0,0,0,0,0,0,0,0
"Kröber,Hans-Ludwig",0,0,0,0,0,0,0,0
"Krötz,Melanie",0,0,0,0,0,0,0,0
"Kuntz,Mark",0,0,0,0,0,0,0,0
"Lahtela,Silvo",0,0,0,0,0,0,0,0
"Martin,Hansjörg",0,0,0,0,0,0,0,0
"Molnar,Adolf",0,0,0,0,0,0,0,0
"Moster,Stefan",0,0,0,0,0,0,0,0
"Müller-Nienstedt,Irma",0,0,0,0,0,0,0,0
"Musharbash,Yassin",0,0,0,0,0,0,0,0
"Oskamp,Katja",0,0,0,0,0,0,0,0
"Pawelzik,Fritz",0,0,0,0,0,0,0,0
"Schlegel,Friedrichvon",0,0,0,1,0,0,1,2
"Spitteler,Carl",0,0,0,0,0,0,1,1
"Tuomainen,Antti",0,0,0,0,0,0,0,0
"Voss,Richard",0,0,0,0,0,0,0,0
"Adorno,TheodorW.",0,0,0,0,0,0,0,0
"Améry,Jean",0,0,0,0,0,0,2,2
"Andeck,Mara",0,0,0,0,0,0,0,0
"Astel,Arnfrid",0,0,0,0,0,0,0,0
"Atabay,Cyrus",0,0,0,0,0,0,0,0
"Bachmann,Dieter",0,0,0,0,0,0,0,0
"Bardon,Franz",0,0,0,0,0,0,1,1
"Bauer,Alfredo",0,0,0,0,0,0,0,0
"Baumm,Stefanie",0,0,0,0,0,0,0,0
"Beaulieu,Jonathan",0,0,0,0,0,0,0,0
"Béchar,Christine",0,0,0,0,0,0,0,0
"Becher,Ulrich",0,0,0,0,0,0,0,0
"Becker,Thorsten",0,0,0,0,0,0,0,0
"Begert,Roland",0,0,0,0,0,0,0,0
"Berenz,Björn",0,0,0,0,0,0,0,0
"Berger,Lore",0,0,0,0,0,0,0,0
"Beyer,Claire",0,0,0,0,0,0,0,0
"Beyse,Jochen",0,0,0,0,0,0,0,0
"Bichsel,Peter",0,2,1,3,0,0,2,8
"Bichsel,Therese",0,0,0,0,0,0,0,0
"Bienek,GustavKarl",0,0,0,0,0,0,0,0
"Bilse,FritzOswald",0,0,0,0,0,0,0,0
"Bondy,Luc",0,0,0,0,0,0,0,0
"Boysen,Margret",0,0,0,0,0,0,0,0
"Brandes,Silke",0,0,0,0,0,0,0,0
"Bringolf,HansOrmund",0,0,0,0,0,0,0,0
"Brun,H.S.",0,0,0,0,0,0,0,0
"Buber-Neumann,Margarete",0,0,0,0,0,0,0,0
"Buch,HansChristoph",0,0,0,0,0,0,0,0
"Bülow,Katharinavon",0,0,0,0,0,0,0,0
"Burger,Lisbeth",0,0,0,0,0,0,0,0
"Büscher,Wolfgang",0,0,0,0,0,0,0,0
"Caradec,Odile",0,0,0,0,0,0,0,0
"Clausen,Murmel",0,0,0,0,0,0,0,0
"Clément,Frédéric",0,0,0,0,0,0,0,0
"Crauer,Pil",0,0,0,0,0,0,0,0
"Cremer,Marcel",0,0,0,0,0,0,0,0
"Czernin,FranzJosef",0,0,0,0,0,0,0,0
"Dalos,György",0,0,0,0,0,0,0,0
"Dean,MartinR.",0,0,0,1,0,0,0,1
"Demski,Eva",0,0,0,0,0,0,0,0
"Deprez,Olivier",0,0,0,0,0,0,0,0
"Derleth,Ludwig",0,0,0,0,0,0,0,0
"Dribbusch,Barbara",0,0,0,0,0,0,0,0
"Edschmid,Ulrike",0,1,0,0,0,0,0,1
"Egger,Oswald",0,0,0,0,0,0,0,0
"Eigner,Gerd-Peter",0,0,0,0,0,0,0,0
"Einstein,Carl",0,0,0,0,0,0,0,0
"Elskamp,Max",0,0,0,0,0,0,0,0
"Erbes,Volker",0,0,0,0,0,0,0,0
"Ernst,Max",0,0,0,0,0,0,0,0
"Fehrs,JohannHinrich",0,0,0,0,0,0,0,0
"Finckh,Renate",0,0,0,0,0,0,0,0
"Flake,Otto",0,0,0,0,0,0,0,0
"Föhr,Andreas",0,0,0,0,0,0,0,0
"Franz,Aisha",0,0,0,0,0,0,0,0
"Frey,AlexanderM.",0,0,0,0,0,0,0,0
"Frey,Eleonore",0,0,0,0,0,0,0,0
"Freysinger,Oskar",0,0,0,0,0,0,0,0
"Fries,FritzRudolf",0,0,0,0,0,0,2,2
"Fritz,WalterHelmut",0,0,0,0,0,0,0,0
"Fröhlich,Alexandra",0,0,0,0,0,0,0,0
"Fürstenberg,Paula",0,0,0,0,0,0,0,0
"Gabelentz,Georgvonder",0,0,0,0,0,0,0,0
"Galgóczy-Mécher,Violade",0,0,0,0,0,0,0,0
"Gallinge,Edeltraut",0,0,0,0,0,0,0,0
"Gansner,HansPeter",0,0,0,0,0,0,0,0
"Gardosch,Peter",0,0,0,0,0,0,0,0
"Geiger,CarlIgnaz",0,0,0,0,0,0,0,0
"Gerstenberg,HeinrichWilhelmvon",0,0,0,0,0,0,0,0
"Ǧibrān,ǦibrānḪalīl",0,0,0,0,0,0,0,0
"Glaser,Brigitte",0,0,0,0,0,0,0,0
"Glaser,GeorgK.",0,0,0,0,0,0,0,0
"Goyke,Frank",0,0,0,0,0,0,0,0
"Gräf,DieterM.",0,0,0,0,0,0,0,0
"Graf,Roman",0,1,0,0,0,0,0,1
"Grillparzer,Franz",0,0,0,1,0,0,1,2
"Groddeck,Georg",0,0,0,0,1,0,1,2
"Grote,Paul",0,0,0,0,2,0,0,2
"Gruenter,Undine",0,0,0,0,0,1,0,1
"Guggenheim,Alexandra",0,0,0,0,0,0,1,1
"Gulden,Alfred",0,0,0,0,0,0,0,0
"Habe,Hans",0,0,0,0,0,0,0,0
"Hacks,Peter",0,0,0,0,0,5,0,5
"Häfner,Eberhard",0,0,0,0,0,0,0,0
"Hammerschmitt,Marcus",0,0,0,0,0,0,0,0
"Hänny,Reto",0,0,0,0,0,0,0,0
"Hasenclever,Walter",0,0,1,0,0,0,1,2
"Hauer,Gerhard",0,0,0,0,0,0,0,0
"Haupt,Werner",0,0,0,0,0,0,0,0
"Hausmann,Raoul",0,0,0,0,0,0,1,1
"Heidenreich,Gert",0,0,0,0,0,0,0,0
"Heinemann,Ilka",0,0,0,0,1,0,0,1
"Herbst,AlbanNikolai",0,0,0,0,0,0,0,0
"Hermann,Georg",0,0,0,0,0,0,0,0
"Herrschel,Michael",0,0,0,0,0,0,0,0
"Herzberg,Julianna",0,0,0,0,0,0,0,0
"Hillebrand,Bruno",0,0,0,0,0,0,0,0
"Hilling,Anja",0,0,0,0,0,0,0,0
"Hofstätter,Jakob",0,0,0,0,0,0,0,0
"Höll,Wolfram",0,0,0,0,0,0,0,0
"Houellebecq,Michel",0,0,0,0,0,0,0,0
"Huelsenbeck,Richard",0,0,0,0,0,0,0,0
"Huillet,Danièle",0,0,0,0,0,0,0,0
"Huonder,Silvio",0,0,0,0,0,0,1,1
"Hutmacher,Rahel",0,0,0,0,0,0,0,0
"Ikonnikov,Aleksandr",0,0,0,0,0,0,0,0
"Inglin,Meinrad",0,0,0,0,0,0,0,0
"Innerhofer,Franz",0,0,0,0,0,0,1,1
"Ins,Jürgvon",0,0,0,0,0,0,0,0
"Jäckle,Nina",0,0,0,0,0,0,3,3
"Jellinek,Oskar",0,0,0,0,0,0,0,0
"Jensen,Wilhelm",0,0,0,0,0,0,1,1
"Jerger-Bachmann,Ilona",0,0,0,0,0,0,0,0
"Johansen,Hanna",0,0,0,0,0,0,0,0
"Jung,Franz",0,0,0,0,0,0,1,1
"Jung,Jochen",0,0,0,0,0,0,0,0
"Kaiser,Gunnar",0,1,0,0,0,0,0,1
"Kalisa,Karin",0,0,0,0,0,0,0,0
"Kant,Hermann",0,0,0,0,0,0,0,0
"Karge,Manfred",0,0,0,0,0,0,0,0
"Karpf,Urs",0,0,0,0,0,0,0,0
"Kastura,Thomas",0,0,0,0,0,0,0,0
"Keller,Philipp",0,0,0,0,0,0,0,0
"Kern,Alfred",0,0,0,0,0,0,0,0
"Kern,Elfriede",0,0,0,0,0,0,0,0
"Kesten,Hermann",0,0,0,0,0,1,3,4
"Kieseritzky,Ingomarvon",0,0,0,0,0,0,1,1
"Kirchhofer,Markus",0,0,0,0,0,0,0,0
"Kirsten,Wulf",0,0,0,0,0,0,0,0
"Kling,Thomas",0,0,0,1,0,0,0,1
"Klingemann,ErnstAugustFriedrich",0,0,0,0,0,1,0,1
"Klümper,GüntherF.",0,0,0,0,0,0,0,0
"Kneifl,Edith",0,0,0,0,0,0,0,0
"Koch,Erwin",0,0,0,0,0,0,0,0
"Koebeli,Markus",0,0,0,0,0,0,0,0
"Koepke,Harry",0,0,0,0,0,0,0,0
"Kofmehl,Damaris",0,0,0,0,0,0,0,0
"Kolbenhoff,Walter",0,0,0,0,0,0,0,0
"Körber,Joachim",0,0,0,0,0,0,0,0
"Kraus,Chris",0,0,0,0,0,0,0,0
"Krause,Thilo",0,0,0,0,0,0,0,0
"Krauß,Angela",0,0,0,0,0,0,0,0
"Kreller,Susan",0,0,0,0,0,0,0,0
"Kress-Fricke,Regine",0,0,0,0,0,0,0,0
"Kricheldorf,Rebekka",0,0,0,0,0,0,0,0
"Kristiansen,Ole",0,0,0,0,0,0,0,0
"Kroeger,Theodor",0,0,0,0,0,0,0,0
"Kromarek,Michael",0,0,0,0,0,0,0,0
"Krüger,Horst",0,0,0,0,0,0,0,0
"Küchenmeister,Nadja",0,0,0,0,0,0,0,0
"Kuczynski,Rita",0,0,0,0,0,0,0,0
"Kuh,Anton",0,0,0,0,0,0,0,0
"Kühn,Johannes",0,0,0,0,0,0,2,2
"Kurzeck,Peter",0,0,0,0,0,0,0,0
"Lang,Fritz",0,0,0,0,0,0,0,0
"Langer,Tanja",0,0,0,0,0,0,0,0
"Langhoff,Anna",0,0,0,0,0,0,0,0
"Latzko,Andreas",0,0,0,0,0,0,0,0
"Lebert,Hans",0,0,0,0,0,0,5,5
"Lentz,Michael",0,0,0,0,0,0,0,0
"Lewald,Fanny",0,0,0,0,0,0,0,0
"Liebmann,Irina",0,0,0,0,0,0,0,0
"Liehr,Tom",0,0,0,0,0,0,0,0
"Link,Michaela",0,0,0,0,0,0,0,0
"Lodemann,Jürgen",0,0,0,0,0,0,0,0
"Löffler,Hans",0,0,0,0,0,0,0,0
"Lott,Sylvia",0,0,0,0,0,0,0,0
"Lukas,Elisabeth",0,0,0,0,0,0,0,0
"Mann,Erika",0,0,0,0,0,0,0,0
"Mann,Sunil",0,0,0,0,0,0,0,0
"Marx,Karl",0,0,0,0,0,0,1,1
"Mathioudakis,ZachariasG.",0,0,0,0,0,0,0,0
"Matsubara,Hisako",0,0,0,0,0,0,1,1
"Matt,Petervon",0,0,0,0,0,0,0,0
"Maybach,Katja",0,0,0,0,0,0,0,0
"Meidner,Ludwig",0,0,0,0,0,0,0,0
"Meier,Angelika",0,0,0,0,0,0,0,0
"Meier,Gisela",0,0,0,0,0,0,0,0
"Meier,Helen",0,0,0,0,0,0,0,0
"Merle,Robert",0,0,0,0,0,0,0,0
"Mesa,Paul",0,0,0,0,0,0,0,0
"Messner,Elena",0,0,0,0,0,0,0,0
"Meyer,E.Y.",0,0,0,1,0,0,0,1
"Meyer,Thomas",0,0,0,0,0,0,0,0
"MeyerzuDüttingdorf,Hans",0,0,0,0,0,0,1,1
"Micieli,Francesco",0,0,0,0,0,0,0,0
"Millesi,Hanno",0,0,0,0,0,0,0,0
"Mingels,Annette",0,0,0,0,0,0,0,0
"Mohnnau,RalphGünther",0,0,0,0,0,0,0,0
"Monioudis,Perikles",0,1,0,0,3,0,0,4
"Morell,Leon",0,0,0,0,0,0,0,0
"Morgenstern,Soma",0,0,0,0,0,0,3,3
"Möwes,Heinrich",0,0,0,0,0,0,0,0
"Moy,Johannes",0,0,0,0,0,0,0,0
"Mucker-Frimmel,Gerda",0,0,0,0,0,0,0,0
"Muhr,Ursula",0,0,0,0,0,0,0,0
"Müller,Raphael",0,0,0,0,0,0,0,0
"Naters,Elke",0,0,0,0,1,0,0,1
"Neubauer,Nicole",0,0,0,0,0,1,0,1
"Neumann,Gert",0,0,0,0,0,0,0,0
"Nolte,Jakob",0,0,0,0,0,0,0,0
"Nöstlinger,Christine",0,0,0,0,0,0,1,1
"Notz,Werner",0,0,0,0,0,0,0,0
"Novak,HelgaM.",0,0,0,0,0,0,0,0
"Oppenheim,Meret",0,0,0,0,0,0,0,0
"Ostertag,Silvia",0,0,0,0,0,0,0,0
"Paillasse,Pierre",0,0,0,0,0,0,0,0
"Panizza,Oskar",0,0,0,0,0,0,1,1
"Pestalozzi,JohannHeinrich",0,0,0,0,0,0,1,1
"Petzold,Alfons",0,0,0,0,0,0,0,0
"Placzek,AdolfK.",0,0,0,0,0,0,0,0
"Plievier,Theodor",0,0,0,0,0,0,0,0
"Poritzky,JakobE.",0,0,0,0,0,0,0,0
"Porr,Bente",0,0,0,0,0,0,0,0
"Priessnitz,Reinhard",0,0,0,0,0,0,0,0
"Prosch,Peter",0,0,0,0,0,0,0,0
"Razumovsky,Dorothea",0,0,0,0,0,0,0,0
"Regler,Gustav",0,0,0,0,0,0,1,1
"Reschke,Karin",0,0,0,0,0,0,1,1
"Reventlow,Franziskazu",0,0,0,0,0,0,2,2
"Ringena,Hanna",0,0,0,0,0,0,0,0
"Rohner,Werner",0,0,0,0,0,0,0,0
"Rosenlöcher,Thomas",0,0,0,0,0,0,0,0
"Rudolph,Claudia",0,0,0,0,0,0,0,0
"Sahl,Hans",0,0,0,0,0,0,0,0
"Salice-Contessa,CarlWilhelm",0,0,0,0,0,0,0,0
"Saller,Tom",0,0,0,0,0,0,0,0
"Salomon,Ernstvon",0,1,0,0,0,0,0,1
"Sambeth,Jörg",0,0,0,0,0,0,0,0
"Scharrer,Adam",0,0,0,0,0,0,0,0
"Schaub,Urs",0,0,0,0,0,0,0,0
"Scheer,Karl-Herbert",0,0,0,0,0,0,0,0
"Scheerer,Jana",0,0,0,0,0,1,0,1
"Scherer,Marie-Luise",0,0,0,0,0,0,1,1
"Schiele,Egon",0,0,0,0,0,0,1,1
"Schleef,Einar",0,0,0,0,0,0,0,0
"Schlesinger,Klaus",0,0,0,0,0,0,0,0
"Schmid,JohannChristophvon",0,0,0,0,0,0,0,0
"Schneider,Simone",0,0,0,0,0,0,0,0
"Schramm,Godehard",0,0,0,0,0,0,0,0
"Schulz,Hermann",0,0,0,0,0,0,1,1
"Schuré,Édouard",0,0,0,0,0,0,0,0
"Schweikert,Ruth",0,0,0,0,0,0,0,0
"Seebacher,Katrin",0,0,0,0,0,0,0,0
"Siefener,Michael",0,0,0,0,0,0,0,0
"Siepen,Stefanausdem",0,0,0,0,0,0,0,0
"Slupetzky,Stefan",0,0,0,0,0,0,0,0
"Soboczynski,Adam",0,0,0,0,0,0,1,1
"Sophocles",0,0,0,0,0,0,0,0
"Sowa,ReinerM.",0,0,0,0,0,0,0,0
"Sparschuh,Jens",0,0,0,0,0,2,0,2
"Späth,Gerold",0,0,0,0,0,0,0,0
"Stalder,Heinz",0,0,0,0,0,0,0,0
"Steiger,Otto",0,0,0,0,0,0,0,0
"Steimann,Flavio",0,0,0,0,0,0,0,0
"Stein,Peter",0,0,0,0,0,0,0,0
"Steinberger,Emil",0,0,0,0,0,0,0,0
"Steinberger,Niccel",0,0,0,0,0,0,0,0
"Steiner,Jens",0,0,0,0,0,0,0,0
"Steiner,Jörg",0,0,0,0,0,0,0,0
"Sternberg,Emma",0,0,0,0,0,0,0,0
"Sternheim,Carl",0,0,0,0,0,0,1,1
"Stricker,Sarah",0,0,0,0,0,0,0,0
"Strittmatter,Eva",0,0,0,0,0,0,1,1
"ThếDũng",0,0,0,0,0,0,0,0
"Thomas,Adrienne",0,0,0,2,0,0,0,2
"Todisco,Vincenzo",0,0,0,0,0,0,0,0
"Toskani,Anina",0,0,0,0,0,0,0,0
"Treichler,Rudolf",0,0,0,0,0,0,0,0
"Treller,Franz",0,0,0,0,0,0,0,0
"Trolle,Lothar",0,0,0,0,0,0,0,0
"Tuckermann,Anja",0,0,0,0,0,0,0,0
"Uebel,Tina",0,0,0,0,0,0,0,0
"Uhlman,Fred",0,0,1,0,0,0,0,1
"Ulrici,Rolf",0,0,0,0,0,0,0,0
"Unruh,Fritzvon",0,0,0,0,0,0,0,0
"Valentin,Karl",0,0,0,0,0,0,1,1
"Vetere,Mischa",0,0,0,0,0,0,0,0
"Wajsbrot,Cécile",0,0,0,0,0,0,0,0
"Weckmann,André",0,0,0,0,0,0,0,0
"Weerth,Georg",0,0,0,0,0,0,0,0
"Weidenfeld,Nathalie",0,0,0,0,0,0,0,0
"Weininger,Otto",0,0,0,0,0,0,0,0
"Weiss,Philipp",0,0,0,0,0,0,0,0
"Wickram,Jörg",0,0,0,0,0,0,0,0
"Wieners,Annette",0,0,0,0,0,0,0,0
"Wilhelm,Hans",0,0,0,0,0,0,0,0
"Wißkirchen,Hans",0,0,0,0,0,0,0,0
"Wittstock,Erwin",0,0,0,0,0,0,0,0
"Witzel,Frank",0,0,0,0,0,0,0,0
"Wolf,Julia",0,0,0,0,0,0,0,0
"Wühr,Paul",0,0,0,0,0,0,0,0
"Zeise,Franz",0,0,0,0,0,0,0,0
"Zeiz,AugustHermann",0,0,0,0,0,0,0,0
"Zelter,Joachim",0,2,0,0,0,0,0,2
"Zimmermann,Katharina",0,0,0,0,0,0,0,0
"Zischler,Hanns",0,0,0,0,0,0,0,0
"Zitelmann,Arnulf",0,0,0,0,0,0,0,0
"Zschokke,Matthias",0,0,0,0,0,0,0,0
"Christiansen-Simons,Momme",0,0,0,0,0,0,0,0
"Hoerschelmann,Fredvon",0,0,0,0,0,0,0,0
"Strasser,Johano",0,0,0,0,0,0,0,0
"Weber,Ilse",0,0,0,0,0,0,0,0
"Margwelaschwili,Giwi",0,0,0,0,0,0,0,0
"Niederle,HelmuthA.",0,0,0,0,0,0,0,0
"Soyfer,Jura",0,0,0,0,0,0,0,0
"Steinwendtner,Brita",0,0,0,0,0,0,0,0
"Stewner,Tanya",0,0,0,0,0,0,0,0
"Stingl,Günther",0,0,0,0,0,0,0,0
"Abbott,David",0,0,0,0,0,0,0,0
"AdamsRichards,David",0,0,0,0,0,0,0,0
