"","bul","cze","dan","dut","eng","fre","gre","gsw","hrv","hun","ita","jpn","kir","mlt","nor","pol","por","rus","slv","spa","srp","swa","swe","tur","authorcount","author_lang_count"
"Stangl,Thomas",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
"Steffen,Albert",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
"Stehl,Lutz",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Stein,Susanne",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Steiner,Wilfried",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3
"Storm,Theodor",1,0,1,2,9,3,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,21,10
"Streeruwitz,Marlene",1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,11,9
"Strubel,AntjeRávic",1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,6,7
"Sudermann,Hermann",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,5,5
"Sulzer,AlainClaude",2,0,0,3,1,3,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,14,9
"Tabori,George",3,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,11,9
"Taylor,Kathryn",4,9,0,0,0,8,0,0,0,3,1,0,0,0,0,5,0,2,0,10,0,0,0,0,42,9
"Tellkamp,Uwe",1,0,1,1,1,3,0,0,0,1,2,0,0,0,1,1,0,0,0,1,0,0,1,0,14,12
"Thenior,Ralf",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Thiemeyer,Thomas",1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,15,7
"Thiesler,Sabine",1,3,0,6,0,0,0,0,0,0,5,1,0,0,0,2,0,5,0,0,0,0,0,1,24,9
"Timm,Uwe",1,0,1,6,4,3,2,0,1,0,6,1,0,0,0,1,2,3,1,6,0,0,2,6,46,17
"Traven,B.",1,1,0,1,8,4,0,0,1,4,1,0,0,0,0,0,0,0,0,5,0,0,0,0,26,10
"Tüne,Anna",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Turrini,Peter",8,3,0,0,3,8,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,1,1,29,11
"Unger,GertF.",2,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,3
"Urban,Simon",1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,9,9
"Vandenberg,Philipp",7,33,0,10,0,6,5,0,2,9,15,0,0,0,0,9,1,19,0,31,3,0,0,2,152,15
"Vögel,Stefan",7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3
"Wagner,JanCostin",2,5,3,4,9,10,0,0,0,0,3,0,0,0,0,2,0,0,0,3,0,0,0,2,43,11
"Wallner,Bernard",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"Walz,Eric",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,8,6
"Wassermann,Jakob",1,1,0,0,3,7,0,0,0,1,4,0,0,0,1,1,0,1,1,9,0,0,0,0,30,12
"Wedekind,Frank",1,1,0,0,9,5,1,0,1,0,2,1,0,0,0,0,2,0,1,3,1,0,0,0,28,13
"Weidermann,Volker",1,1,1,1,4,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,16,14
"Weiss,Peter",1,3,0,1,5,4,0,0,0,0,4,0,0,0,0,0,1,0,0,6,0,0,3,2,30,11
"Wells,Benedict",1,1,1,3,2,4,0,0,0,3,2,0,0,0,2,2,1,0,1,2,3,0,2,0,30,16
"Weng,Joan",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Wichner,Ernest",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Widder,Bernhard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Widmer,Urs",6,2,1,4,5,9,0,0,0,3,4,0,0,0,1,2,2,4,1,3,1,0,0,2,50,17
"Wilken,U.H.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Winter,Karen",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4
"Wiplinger,PeterPaul",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4
"Wunderer,R.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Wurmitzer,Mario",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Yildiz,Jasmin",1,1,0,1,1,0,0,0,0,2,1,0,1,0,1,0,1,1,1,0,0,0,0,1,13,13
"Zaimoglu,Feridun",2,1,0,0,1,0,2,0,1,0,3,0,0,0,0,1,0,0,2,1,0,0,0,2,16,11
"Ziegler,Claudia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Zownir,Miron",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Abell,ArthurM.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adorján,Johanna",0,1,0,1,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,11,8
"Arango,Sascha",0,1,0,0,5,2,1,0,0,2,5,1,0,0,3,1,1,1,0,1,1,0,0,1,26,15
"Baer,Frank",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,2
"Bánk,Zsuzsa",0,2,2,4,1,5,1,0,1,1,3,0,0,0,1,3,0,0,0,2,0,0,1,0,27,14
"Bauer,JosefMartin",0,2,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,8
"Becker,Jurek",0,0,1,0,4,4,1,0,0,0,3,1,0,0,1,1,2,4,1,3,0,0,1,1,28,15
"Bentow,Max",0,0,0,2,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,9,6
"Biller,Maxim",0,3,4,4,1,6,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,24,12
"Boëtius,Henning",0,0,1,1,2,2,0,0,0,0,2,0,0,0,0,0,1,0,0,3,0,0,0,0,12,8
"Boos,Verena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
"Borchert,Wolfgang",0,0,0,0,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,4,12,8
"Boschwitz,UlrichAlexander",0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,10,11
"Breinholst,Willy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,3,4
"Brun,Georg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
"Bubenzer,Anne",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
"Busch,Wilhelm",0,0,0,0,2,4,1,0,0,2,0,0,0,0,0,2,0,3,0,2,2,0,0,1,19,10
"Cantieni,Monica",0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,5
"Dörrie,Doris",0,1,2,2,4,3,1,0,5,2,4,2,0,0,0,3,1,1,1,5,0,0,0,5,42,17
"Egli,WernerJ.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Eichendorff,Josephvon",0,0,0,0,3,4,1,0,0,0,0,1,0,0,1,3,0,0,0,4,0,0,0,0,17,8
"Fauser,Jörg",0,0,0,1,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,9,7
"Haffner,Ernst",0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1,12,12
"Hagena,Katharina",0,2,0,1,2,6,1,0,1,1,3,0,0,0,1,1,1,0,0,3,1,0,0,1,25,15
"Haring,Roswitha",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3
"Hess,Annette",0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,2,0,0,2,1,0,1,0,13,12
"Huch,Ricarda",0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,7,5
"Jünger,Ernst",0,1,2,2,11,13,0,0,2,3,17,2,0,0,1,4,2,7,0,22,2,0,2,3,96,18
"Kandinsky,Wassily",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
"Klabund",0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,4
"Koeppen,Wolfgang",0,1,0,6,6,3,1,0,0,0,2,1,0,0,3,0,0,2,1,4,1,0,0,0,31,13
"Kooij,Rachelvan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
"Kremser,Stefanie",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
"Krien,Daniela",0,0,2,2,2,2,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,1,0,14,10
"Lambeck,Silke",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
"Lange,Hartmut",0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,1,1,0,2,0,0,0,0,14,6
"Lark,Sarah",0,7,0,17,11,20,0,0,3,5,4,0,0,0,5,11,7,6,0,39,3,0,0,0,138,14
"Loth,Sebastian",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
"Meyerhoff,Joachim",0,1,0,7,0,3,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,16,8
"Moníková,Libuše",0,5,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,13,7
"Olsberg,Karl",0,1,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,6
"Pabst,Lothar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pestum,Jo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
"Polgar,Alfred",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,3
"Rammstedt,Tilman",0,1,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,9,8
"Reider,Katja",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,3
"Said,Kurban",0,1,1,3,4,3,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,17,10
"Salzmann,Marianna",0,0,1,1,2,1,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,1,0,11,10
"Schätzing,Frank",0,5,1,5,7,3,2,0,0,5,9,0,0,0,3,2,3,1,1,13,0,0,2,3,65,17
"Schenkel,AndreaMaria",0,1,1,3,5,5,0,0,0,1,2,0,0,0,1,1,1,1,0,2,1,0,3,0,28,15
"Schneider,Peter",0,0,2,1,4,6,1,0,0,0,5,2,0,0,0,0,2,0,0,4,0,0,2,1,30,12
"Schrobsdorff,Angelika",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
"Schröder-Devrient,Wilhelmine",0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,7,6
"Seghers,Anna",0,0,1,6,5,9,5,0,0,1,7,0,0,0,0,0,1,0,1,8,0,0,0,3,47,12
"Thüminger,Rosmarie",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tieck,Ludwig",0,0,0,0,0,4,1,0,0,1,4,0,0,0,0,1,0,0,0,3,1,0,1,0,16,9
"Tucholsky,Kurt",0,0,0,1,7,2,0,0,0,0,2,0,0,0,1,0,0,0,0,5,0,0,3,0,21,8
"Willi,Jean",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wolf,Klaus-Peter",0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,1,9,7
"Zimnik,Reiner",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,5,5
"Anderhandt,Jakob",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Apitz,Bruno",0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
"Barkow,Nick",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Berg,Ellen",0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,4
"Berger,Clemens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Berkéwicz,Ulla",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,4
"Brant,Sebastian",0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,9,7
"Buchholz,Quint",0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,7,6
"Danella,Utta",0,2,0,9,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5
"DeCesco,Federica",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Droste-Hülshoff,Annettevon",0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,7,6
"Drvenkar,Zoran",0,1,0,3,4,2,0,0,1,2,3,0,0,0,0,2,0,0,1,4,0,0,1,1,25,13
"Düffel,Johnvon",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,4
"Faschinger,Lilian",0,1,1,3,4,1,1,0,0,0,1,0,0,0,1,1,1,0,0,2,0,0,0,0,17,12
"Federspiel,Jürg",0,0,0,2,1,2,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,13,6
"Frei,Pierre",0,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,11,7
"Fröhlich,Susanne",0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,8,6
"Genazino,Wilhelm",0,1,0,3,1,6,2,0,0,0,2,1,0,0,0,3,1,2,2,5,1,0,0,3,33,15
"George,Stefan",0,1,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,10,8
"Gesthuysen,Anne",0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4
"Giono,Jean",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Glavinic,Thomas",0,1,0,4,5,4,0,0,1,3,3,1,0,0,0,1,0,1,2,2,1,0,0,1,30,15
"Gröschner,Annett",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hallo,Ruth",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Heidenreich,Elke",0,1,0,1,0,3,0,0,0,0,1,2,0,0,0,1,0,1,0,2,0,0,0,2,14,10
"Hein,Jakob",0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4
"Heine,Helme",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,3
"Heldt,Dora",0,5,1,0,2,2,0,0,0,0,3,0,0,0,4,0,2,1,0,3,0,0,0,0,23,10
"Heller,Eva",0,2,0,1,1,0,4,0,2,1,1,0,0,0,0,1,0,0,0,0,2,0,1,2,18,12
"Hermann,Judith",0,5,6,4,6,6,1,0,1,0,3,1,0,0,4,1,0,1,0,2,1,0,3,1,46,17
"Heyse,Paul",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4,5
"Hilbig,Wolfgang",0,1,1,3,5,3,0,0,1,0,2,1,0,0,0,2,0,1,1,1,0,0,1,1,24,15
"Holzach,Alexander",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,0,0,0,0,7,4
"Hoyer,Heike",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Kastner,Jörg",0,1,0,9,0,7,0,0,0,1,2,0,0,0,0,1,1,4,0,7,1,0,0,0,34,11
"Keller,Claudia",0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4
"Kliesch,Vincent",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
"Kluge,Alexander",0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,13,7
"Kobr,Michael",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Köhler,Joachim",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,4
"Könnecke,Ole",0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,11,6
"Krausser,Helmut",0,1,0,6,2,6,1,0,0,0,4,0,0,0,0,1,1,1,0,1,0,0,0,4,28,12
"Krügel,Mareike",0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,8,8
"Kuckart,Judith",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,4,4
"Lasker-Schüler,Else",0,2,0,0,3,4,0,0,0,0,4,0,0,0,1,1,1,0,1,3,1,0,1,0,22,12
"Lenz,Anita",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lind,Hera",0,1,0,1,0,3,0,0,1,1,4,0,0,0,0,4,0,0,0,0,0,0,0,0,15,8
"Lindt,George",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Löhr,Robert",0,1,0,2,1,1,1,0,0,1,1,0,0,0,0,1,4,0,1,4,1,0,1,1,21,15
"Lorenz,Wiebke",0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"Maar,Paul",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marti,Lorenz",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Menasse,Eva",0,2,1,4,1,1,0,0,3,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,18,10
"Meyer-Dietrich,Inge",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Meyer,Kai",0,10,0,0,5,8,0,0,0,1,1,2,0,0,0,4,0,3,0,2,1,0,0,0,37,11
"Mosebach,Martin",0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,8,7
"Mühle,Jörg",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Nadolny,Sten",0,2,0,1,2,5,2,0,0,1,8,1,0,0,0,1,0,1,2,5,0,0,2,5,38,15
"Neuwald,Alfred",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ortheil,Hanns-Josef",0,0,0,4,0,3,3,0,0,0,1,1,0,0,0,0,0,3,0,1,0,0,0,1,17,9
"Parei,Inka",0,0,1,0,3,1,0,0,1,0,1,0,0,0,0,1,0,0,1,2,1,0,0,2,14,11
"Plenzdorf,Ulrich",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,5
"Pu,Songling",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Qu,Yuan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Regener,Sven",0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,13,14
"Röckener,Andreas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scheer,KarlH.",0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,2
"Schober,Michael",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Schubiger,Jürg",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
"Schumacher,Jens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
"Sima,Qian",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Simrock,Karl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Strobel,Arno",0,1,0,2,0,5,0,0,0,0,1,0,0,0,0,5,0,0,0,3,0,0,0,0,17,7
"Thome,Stephan",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Wagner,David",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
"Weber,Peter",0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,6,7
"Weiler,Jan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2
"Wilhelm,Andreas",0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,0,0,0,13,6
"Wu,Jingzi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zweig,Stefanie",0,5,0,7,2,8,0,0,0,4,1,0,0,0,0,6,0,1,1,4,0,0,0,0,39,11
"Abedi,Isabel",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Achternbusch,Herbert",0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6,7
"Addams,Peter",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Adler,H.G.",0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,5
"Aichner,Bernhard",0,3,0,1,3,3,1,0,0,1,1,0,0,0,1,3,0,0,0,1,0,0,0,0,18,11
"Alexandra",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Allmend,Peter",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Alpsten,Ellen",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,4
"Altenburg,Matthias",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
"Altrichter,Michal",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"Amann,Jürg",0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
"Ambers,Jennifer",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3
"Amenda,Alfred",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3
"Amery,Carl",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Amrein,Nicole",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
"Anderson,PoppyJ.",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,6,4
"Arp,Hans",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,5
"Artmann,H.C.",0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
"Ausländer,Rose",0,1,0,1,1,5,0,0,0,0,1,0,0,0,1,1,0,1,2,1,0,0,0,0,15,11
"Averbeck,Sanne",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Babendererde,Antje",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Bach,Tabea",0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,8,5
"Back,Jean",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Ball,Hugo",0,2,1,1,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,1,0,12,9
"Ballestrem,AdlerofeldF.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Ballien,Tilo",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Balling,AdalbertLudwig",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"Bankhofer,Hademar",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3
"Bankl,Hans",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Barényi,Olga",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Basner,GerhardFriedrich",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"Bauersima,Igor",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3
"Baum,Vicki",0,2,0,1,0,5,0,0,0,2,0,1,0,0,0,2,0,1,0,1,0,0,0,1,16,10
"Baumann,Peter",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Becker,Zdenka",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
